season,week,pair_id,is_active,elim_week,last_active_week,active_reason
3,1,S3_Jerry Springer __ Kym Johnson,True,7,7,J_score>0
3,1,S3_Joey Lawrence __ Edyta Sliwinska,True,9,9,J_score>0
3,1,S3_Mario Lopez __ Karina Smirnoff,True,10,10,J_score>0
3,1,S3_Monique Coleman __ Louis van Amstel,True,8,8,J_score>0
3,1,S3_Sara Evans __ Tony Dovolani,True,5,5,J_score>0
3,1,S3_Shanna Moakler __ Jesse DeSoto,True,2,2,J_score>0
3,1,S3_Tucker Carlson __ Elena Grinenko,True,1,1,J_score>0
3,1,S3_Vivica A. Fox __ Nick Kosovich,True,4,4,J_score>0
3,1,S3_Willa Ford __ Maksim Chmerkoskiy,True,5,5,J_score>0
3,2,S3_Emmitt Smith __ Cheryl Burke,True,10,10,J_score>0
3,2,S3_Harry Hamlin __ Ashly DelGrosso,True,3,3,J_score>0
3,2,S3_Jerry Springer __ Kym Johnson,True,7,7,J_score>0
3,2,S3_Joey Lawrence __ Edyta Sliwinska,True,9,9,J_score>0
3,2,S3_Mario Lopez __ Karina Smirnoff,True,10,10,J_score>0
3,2,S3_Monique Coleman __ Louis van Amstel,True,8,8,J_score>0
3,2,S3_Sara Evans __ Tony Dovolani,True,5,5,J_score>0
3,2,S3_Shanna Moakler __ Jesse DeSoto,True,2,2,J_score>0
3,2,S3_Tucker Carlson __ Elena Grinenko,False,1,1,J_score>0
3,2,S3_Vivica A. Fox __ Nick Kosovich,True,4,4,J_score>0
3,2,S3_Willa Ford __ Maksim Chmerkoskiy,True,5,5,J_score>0
3,3,S3_Emmitt Smith __ Cheryl Burke,True,10,10,J_score>0
3,3,S3_Harry Hamlin __ Ashly DelGrosso,True,3,3,J_score>0
3,3,S3_Jerry Springer __ Kym Johnson,True,7,7,J_score>0
3,3,S3_Joey Lawrence __ Edyta Sliwinska,True,9,9,J_score>0
3,3,S3_Mario Lopez __ Karina Smirnoff,True,10,10,J_score>0
3,3,S3_Monique Coleman __ Louis van Amstel,True,8,8,J_score>0
3,3,S3_Sara Evans __ Tony Dovolani,True,5,5,J_score>0
3,3,S3_Shanna Moakler __ Jesse DeSoto,False,2,2,J_score>0
3,3,S3_Tucker Carlson __ Elena Grinenko,False,1,1,J_score>0
3,3,S3_Vivica A. Fox __ Nick Kosovich,True,4,4,J_score>0
3,3,S3_Willa Ford __ Maksim Chmerkoskiy,True,5,5,J_score>0
3,4,S3_Emmitt Smith __ Cheryl Burke,True,10,10,J_score>0
3,4,S3_Harry Hamlin __ Ashly DelGrosso,False,3,3,J_score>0
3,4,S3_Jerry Springer __ Kym Johnson,True,7,7,J_score>0
3,4,S3_Joey Lawrence __ Edyta Sliwinska,True,9,9,J_score>0
3,4,S3_Mario Lopez __ Karina Smirnoff,True,10,10,J_score>0
3,4,S3_Monique Coleman __ Louis van Amstel,True,8,8,J_score>0
3,4,S3_Sara Evans __ Tony Dovolani,True,5,5,J_score>0
3,4,S3_Shanna Moakler __ Jesse DeSoto,False,2,2,J_score>0
3,4,S3_Tucker Carlson __ Elena Grinenko,False,1,1,J_score>0
3,4,S3_Vivica A. Fox __ Nick Kosovich,True,4,4,J_score>0
3,4,S3_Willa Ford __ Maksim Chmerkoskiy,True,5,5,J_score>0
3,5,S3_Emmitt Smith __ Cheryl Burke,True,10,10,J_score>0
3,5,S3_Harry Hamlin __ Ashly DelGrosso,False,3,3,J_score>0
3,5,S3_Jerry Springer __ Kym Johnson,True,7,7,J_score>0
3,5,S3_Joey Lawrence __ Edyta Sliwinska,True,9,9,J_score>0
3,5,S3_Mario Lopez __ Karina Smirnoff,True,10,10,J_score>0
3,5,S3_Monique Coleman __ Louis van Amstel,True,8,8,J_score>0
3,5,S3_Sara Evans __ Tony Dovolani,True,5,5,J_score>0
3,5,S3_Shanna Moakler __ Jesse DeSoto,False,2,2,J_score>0
3,5,S3_Tucker Carlson __ Elena Grinenko,False,1,1,J_score>0
3,5,S3_Vivica A. Fox __ Nick Kosovich,False,4,4,J_score>0
3,5,S3_Willa Ford __ Maksim Chmerkoskiy,True,5,5,J_score>0
3,6,S3_Emmitt Smith __ Cheryl Burke,True,10,10,J_score>0
3,6,S3_Harry Hamlin __ Ashly DelGrosso,False,3,3,J_score>0
3,6,S3_Jerry Springer __ Kym Johnson,True,7,7,J_score>0
3,6,S3_Joey Lawrence __ Edyta Sliwinska,True,9,9,J_score>0
3,6,S3_Mario Lopez __ Karina Smirnoff,True,10,10,J_score>0
3,6,S3_Monique Coleman __ Louis van Amstel,True,8,8,J_score>0
3,6,S3_Sara Evans __ Tony Dovolani,False,5,5,J_score>0
3,6,S3_Shanna Moakler __ Jesse DeSoto,False,2,2,J_score>0
3,6,S3_Tucker Carlson __ Elena Grinenko,False,1,1,J_score>0
3,6,S3_Vivica A. Fox __ Nick Kosovich,False,4,4,J_score>0
3,6,S3_Willa Ford __ Maksim Chmerkoskiy,False,5,5,J_score>0
3,7,S3_Emmitt Smith __ Cheryl Burke,True,10,10,J_score>0
3,7,S3_Harry Hamlin __ Ashly DelGrosso,False,3,3,J_score>0
3,7,S3_Jerry Springer __ Kym Johnson,True,7,7,J_score>0
3,7,S3_Joey Lawrence __ Edyta Sliwinska,True,9,9,J_score>0
3,7,S3_Mario Lopez __ Karina Smirnoff,True,10,10,J_score>0
3,7,S3_Monique Coleman __ Louis van Amstel,True,8,8,J_score>0
3,7,S3_Sara Evans __ Tony Dovolani,False,5,5,J_score>0
3,7,S3_Shanna Moakler __ Jesse DeSoto,False,2,2,J_score>0
3,7,S3_Tucker Carlson __ Elena Grinenko,False,1,1,J_score>0
3,7,S3_Vivica A. Fox __ Nick Kosovich,False,4,4,J_score>0
3,7,S3_Willa Ford __ Maksim Chmerkoskiy,False,5,5,J_score>0
3,8,S3_Emmitt Smith __ Cheryl Burke,True,10,10,J_score>0
3,8,S3_Harry Hamlin __ Ashly DelGrosso,False,3,3,J_score>0
3,8,S3_Jerry Springer __ Kym Johnson,False,7,7,J_score>0
3,8,S3_Joey Lawrence __ Edyta Sliwinska,True,9,9,J_score>0
3,8,S3_Mario Lopez __ Karina Smirnoff,True,10,10,J_score>0
3,8,S3_Monique Coleman __ Louis van Amstel,True,8,8,J_score>0
3,8,S3_Sara Evans __ Tony Dovolani,False,5,5,J_score>0
3,8,S3_Shanna Moakler __ Jesse DeSoto,False,2,2,J_score>0
3,8,S3_Tucker Carlson __ Elena Grinenko,False,1,1,J_score>0
3,8,S3_Vivica A. Fox __ Nick Kosovich,False,4,4,J_score>0
3,8,S3_Willa Ford __ Maksim Chmerkoskiy,False,5,5,J_score>0
3,9,S3_Emmitt Smith __ Cheryl Burke,True,10,10,J_score>0
3,9,S3_Harry Hamlin __ Ashly DelGrosso,False,3,3,J_score>0
3,9,S3_Jerry Springer __ Kym Johnson,False,7,7,J_score>0
3,9,S3_Joey Lawrence __ Edyta Sliwinska,True,9,9,J_score>0
3,9,S3_Mario Lopez __ Karina Smirnoff,True,10,10,J_score>0
3,9,S3_Monique Coleman __ Louis van Amstel,False,8,8,J_score>0
3,9,S3_Sara Evans __ Tony Dovolani,False,5,5,J_score>0
3,9,S3_Shanna Moakler __ Jesse DeSoto,False,2,2,J_score>0
3,9,S3_Tucker Carlson __ Elena Grinenko,False,1,1,J_score>0
3,9,S3_Vivica A. Fox __ Nick Kosovich,False,4,4,J_score>0
3,9,S3_Willa Ford __ Maksim Chmerkoskiy,False,5,5,J_score>0
3,10,S3_Emmitt Smith __ Cheryl Burke,True,10,10,J_score>0
3,10,S3_Harry Hamlin __ Ashly DelGrosso,False,3,3,J_score>0
3,10,S3_Jerry Springer __ Kym Johnson,False,7,7,J_score>0
3,10,S3_Joey Lawrence __ Edyta Sliwinska,False,9,9,J_score>0
3,10,S3_Mario Lopez __ Karina Smirnoff,True,10,10,J_score>0
3,10,S3_Monique Coleman __ Louis van Amstel,False,8,8,J_score>0
3,10,S3_Sara Evans __ Tony Dovolani,False,5,5,J_score>0
3,10,S3_Shanna Moakler __ Jesse DeSoto,False,2,2,J_score>0
3,10,S3_Tucker Carlson __ Elena Grinenko,False,1,1,J_score>0
3,10,S3_Vivica A. Fox __ Nick Kosovich,False,4,4,J_score>0
3,10,S3_Willa Ford __ Maksim Chmerkoskiy,False,5,5,J_score>0
4,1,S4_Apolo Anton Ohno __ Julianne Hough,True,10,10,J_score>0
4,1,S4_Billy Ray Cyrus __ Karina Smirnoff,True,8,8,J_score>0
4,1,S4_Clyde Drexler __ Elena Grinenko,True,5,5,J_score>0
4,1,S4_Heather Mills __ Jonathan Roberts,True,6,6,J_score>0
4,1,S4_Ian Ziering __ Cheryl Burke,True,9,9,J_score>0
4,1,S4_Joey Fatone __ Kym Johnson,True,10,10,J_score>0
4,1,S4_John Ratzenberger __ Edyta Sliwinska,True,7,7,J_score>0
4,1,S4_Laila Ali __ Maksim Chmerkoskiy,True,10,10,J_score>0
4,1,S4_Leeza Gibbons __ Tony Dovolani,True,4,4,J_score>0
4,1,S4_Paulina Porizkova __ Alec Mazo,True,2,2,J_score>0
4,1,S4_Shandi Finnessey __ Brian Fortuna,True,3,3,J_score>0
4,2,S4_Apolo Anton Ohno __ Julianne Hough,True,10,10,J_score>0
4,2,S4_Billy Ray Cyrus __ Karina Smirnoff,True,8,8,J_score>0
4,2,S4_Clyde Drexler __ Elena Grinenko,True,5,5,J_score>0
4,2,S4_Heather Mills __ Jonathan Roberts,True,6,6,J_score>0
4,2,S4_Ian Ziering __ Cheryl Burke,True,9,9,J_score>0
4,2,S4_Joey Fatone __ Kym Johnson,True,10,10,J_score>0
4,2,S4_John Ratzenberger __ Edyta Sliwinska,True,7,7,J_score>0
4,2,S4_Laila Ali __ Maksim Chmerkoskiy,True,10,10,J_score>0
4,2,S4_Leeza Gibbons __ Tony Dovolani,True,4,4,J_score>0
4,2,S4_Paulina Porizkova __ Alec Mazo,True,2,2,J_score>0
4,2,S4_Shandi Finnessey __ Brian Fortuna,True,3,3,J_score>0
4,3,S4_Apolo Anton Ohno __ Julianne Hough,True,10,10,J_score>0
4,3,S4_Billy Ray Cyrus __ Karina Smirnoff,True,8,8,J_score>0
4,3,S4_Clyde Drexler __ Elena Grinenko,True,5,5,J_score>0
4,3,S4_Heather Mills __ Jonathan Roberts,True,6,6,J_score>0
4,3,S4_Ian Ziering __ Cheryl Burke,True,9,9,J_score>0
4,3,S4_Joey Fatone __ Kym Johnson,True,10,10,J_score>0
4,3,S4_John Ratzenberger __ Edyta Sliwinska,True,7,7,J_score>0
4,3,S4_Laila Ali __ Maksim Chmerkoskiy,True,10,10,J_score>0
4,3,S4_Leeza Gibbons __ Tony Dovolani,True,4,4,J_score>0
4,3,S4_Paulina Porizkova __ Alec Mazo,False,2,2,J_score>0
4,3,S4_Shandi Finnessey __ Brian Fortuna,True,3,3,J_score>0
4,4,S4_Apolo Anton Ohno __ Julianne Hough,True,10,10,J_score>0
4,4,S4_Billy Ray Cyrus __ Karina Smirnoff,True,8,8,J_score>0
4,4,S4_Clyde Drexler __ Elena Grinenko,True,5,5,J_score>0
4,4,S4_Heather Mills __ Jonathan Roberts,True,6,6,J_score>0
4,4,S4_Ian Ziering __ Cheryl Burke,True,9,9,J_score>0
4,4,S4_Joey Fatone __ Kym Johnson,True,10,10,J_score>0
4,4,S4_John Ratzenberger __ Edyta Sliwinska,True,7,7,J_score>0
4,4,S4_Laila Ali __ Maksim Chmerkoskiy,True,10,10,J_score>0
4,4,S4_Leeza Gibbons __ Tony Dovolani,True,4,4,J_score>0
4,4,S4_Paulina Porizkova __ Alec Mazo,False,2,2,J_score>0
4,4,S4_Shandi Finnessey __ Brian Fortuna,False,3,3,J_score>0
4,5,S4_Apolo Anton Ohno __ Julianne Hough,True,10,10,J_score>0
4,5,S4_Billy Ray Cyrus __ Karina Smirnoff,True,8,8,J_score>0
4,5,S4_Clyde Drexler __ Elena Grinenko,True,5,5,J_score>0
4,5,S4_Heather Mills __ Jonathan Roberts,True,6,6,J_score>0
4,5,S4_Ian Ziering __ Cheryl Burke,True,9,9,J_score>0
4,5,S4_Joey Fatone __ Kym Johnson,True,10,10,J_score>0
4,5,S4_John Ratzenberger __ Edyta Sliwinska,True,7,7,J_score>0
4,5,S4_Laila Ali __ Maksim Chmerkoskiy,True,10,10,J_score>0
4,5,S4_Leeza Gibbons __ Tony Dovolani,False,4,4,J_score>0
4,5,S4_Paulina Porizkova __ Alec Mazo,False,2,2,J_score>0
4,5,S4_Shandi Finnessey __ Brian Fortuna,False,3,3,J_score>0
4,6,S4_Apolo Anton Ohno __ Julianne Hough,True,10,10,J_score>0
4,6,S4_Billy Ray Cyrus __ Karina Smirnoff,True,8,8,J_score>0
4,6,S4_Clyde Drexler __ Elena Grinenko,False,5,5,J_score>0
4,6,S4_Heather Mills __ Jonathan Roberts,True,6,6,J_score>0
4,6,S4_Ian Ziering __ Cheryl Burke,True,9,9,J_score>0
4,6,S4_Joey Fatone __ Kym Johnson,True,10,10,J_score>0
4,6,S4_John Ratzenberger __ Edyta Sliwinska,True,7,7,J_score>0
4,6,S4_Laila Ali __ Maksim Chmerkoskiy,True,10,10,J_score>0
4,6,S4_Leeza Gibbons __ Tony Dovolani,False,4,4,J_score>0
4,6,S4_Paulina Porizkova __ Alec Mazo,False,2,2,J_score>0
4,6,S4_Shandi Finnessey __ Brian Fortuna,False,3,3,J_score>0
4,7,S4_Apolo Anton Ohno __ Julianne Hough,True,10,10,J_score>0
4,7,S4_Billy Ray Cyrus __ Karina Smirnoff,True,8,8,J_score>0
4,7,S4_Clyde Drexler __ Elena Grinenko,False,5,5,J_score>0
4,7,S4_Heather Mills __ Jonathan Roberts,False,6,6,J_score>0
4,7,S4_Ian Ziering __ Cheryl Burke,True,9,9,J_score>0
4,7,S4_Joey Fatone __ Kym Johnson,True,10,10,J_score>0
4,7,S4_John Ratzenberger __ Edyta Sliwinska,True,7,7,J_score>0
4,7,S4_Laila Ali __ Maksim Chmerkoskiy,True,10,10,J_score>0
4,7,S4_Leeza Gibbons __ Tony Dovolani,False,4,4,J_score>0
4,7,S4_Paulina Porizkova __ Alec Mazo,False,2,2,J_score>0
4,7,S4_Shandi Finnessey __ Brian Fortuna,False,3,3,J_score>0
4,8,S4_Apolo Anton Ohno __ Julianne Hough,True,10,10,J_score>0
4,8,S4_Billy Ray Cyrus __ Karina Smirnoff,True,8,8,J_score>0
4,8,S4_Clyde Drexler __ Elena Grinenko,False,5,5,J_score>0
4,8,S4_Heather Mills __ Jonathan Roberts,False,6,6,J_score>0
4,8,S4_Ian Ziering __ Cheryl Burke,True,9,9,J_score>0
4,8,S4_Joey Fatone __ Kym Johnson,True,10,10,J_score>0
4,8,S4_John Ratzenberger __ Edyta Sliwinska,False,7,7,J_score>0
4,8,S4_Laila Ali __ Maksim Chmerkoskiy,True,10,10,J_score>0
4,8,S4_Leeza Gibbons __ Tony Dovolani,False,4,4,J_score>0
4,8,S4_Paulina Porizkova __ Alec Mazo,False,2,2,J_score>0
4,8,S4_Shandi Finnessey __ Brian Fortuna,False,3,3,J_score>0
4,9,S4_Apolo Anton Ohno __ Julianne Hough,True,10,10,J_score>0
4,9,S4_Billy Ray Cyrus __ Karina Smirnoff,False,8,8,J_score>0
4,9,S4_Clyde Drexler __ Elena Grinenko,False,5,5,J_score>0
4,9,S4_Heather Mills __ Jonathan Roberts,False,6,6,J_score>0
4,9,S4_Ian Ziering __ Cheryl Burke,True,9,9,J_score>0
4,9,S4_Joey Fatone __ Kym Johnson,True,10,10,J_score>0
4,9,S4_John Ratzenberger __ Edyta Sliwinska,False,7,7,J_score>0
4,9,S4_Laila Ali __ Maksim Chmerkoskiy,True,10,10,J_score>0
4,9,S4_Leeza Gibbons __ Tony Dovolani,False,4,4,J_score>0
4,9,S4_Paulina Porizkova __ Alec Mazo,False,2,2,J_score>0
4,9,S4_Shandi Finnessey __ Brian Fortuna,False,3,3,J_score>0
4,10,S4_Apolo Anton Ohno __ Julianne Hough,True,10,10,J_score>0
4,10,S4_Billy Ray Cyrus __ Karina Smirnoff,False,8,8,J_score>0
4,10,S4_Clyde Drexler __ Elena Grinenko,False,5,5,J_score>0
4,10,S4_Heather Mills __ Jonathan Roberts,False,6,6,J_score>0
4,10,S4_Ian Ziering __ Cheryl Burke,False,9,9,J_score>0
4,10,S4_Joey Fatone __ Kym Johnson,True,10,10,J_score>0
4,10,S4_John Ratzenberger __ Edyta Sliwinska,False,7,7,J_score>0
4,10,S4_Laila Ali __ Maksim Chmerkoskiy,True,10,10,J_score>0
4,10,S4_Leeza Gibbons __ Tony Dovolani,False,4,4,J_score>0
4,10,S4_Paulina Porizkova __ Alec Mazo,False,2,2,J_score>0
4,10,S4_Shandi Finnessey __ Brian Fortuna,False,3,3,J_score>0
5,1,S5_Albert Reed __ Anna Trebunskaya,True,2,2,J_score>0
5,1,S5_Cameron Mathison __ Edyta Sliwinska,True,8,8,J_score>0
5,1,S5_Floyd Mayweather Jr. __ Karina Smirnoff,True,4,4,J_score>0
5,1,S5_Helio Castroneves __ Julianne Hough,True,10,10,J_score>0
5,1,S5_Jane Seymour __ Tony Dovolani,True,7,7,J_score>0
5,1,S5_Jennie Garth __ Derek Hough,True,9,9,J_score>0
5,1,S5_Josie Maran __ Alec Mazo,True,1,1,J_score>0
5,1,S5_Marie Osmond __ Jonathan Roberts,True,10,10,J_score>0
5,1,S5_Mark Cuban __ Kym Johnson,True,5,5,J_score>0
5,1,S5_Mel B __ Maksim Chmerkoskiy,True,10,10,J_score>0
5,1,S5_Sabrina Bryan __ Mark Ballas,True,6,6,J_score>0
5,1,S5_Wayne Newton __ Cheryl Burke,True,3,3,J_score>0
5,2,S5_Albert Reed __ Anna Trebunskaya,True,2,2,J_score>0
5,2,S5_Cameron Mathison __ Edyta Sliwinska,True,8,8,J_score>0
5,2,S5_Floyd Mayweather Jr. __ Karina Smirnoff,True,4,4,J_score>0
5,2,S5_Helio Castroneves __ Julianne Hough,True,10,10,J_score>0
5,2,S5_Jane Seymour __ Tony Dovolani,True,7,7,J_score>0
5,2,S5_Jennie Garth __ Derek Hough,True,9,9,J_score>0
5,2,S5_Josie Maran __ Alec Mazo,False,1,1,J_score>0
5,2,S5_Marie Osmond __ Jonathan Roberts,True,10,10,J_score>0
5,2,S5_Mark Cuban __ Kym Johnson,True,5,5,J_score>0
5,2,S5_Mel B __ Maksim Chmerkoskiy,True,10,10,J_score>0
5,2,S5_Sabrina Bryan __ Mark Ballas,True,6,6,J_score>0
5,2,S5_Wayne Newton __ Cheryl Burke,True,3,3,J_score>0
5,3,S5_Albert Reed __ Anna Trebunskaya,False,2,2,J_score>0
5,3,S5_Cameron Mathison __ Edyta Sliwinska,True,8,8,J_score>0
