season,week,pair_id,J_score,is_active,elim_flag
3,9,S3_Tucker Carlson __ Elena Grinenko,0.0,False,False
3,10,S3_Tucker Carlson __ Elena Grinenko,0.0,False,False
3,1,S3_Vivica A. Fox __ Nick Kosovich,22.0,True,False
3,2,S3_Vivica A. Fox __ Nick Kosovich,24.0,True,False
3,3,S3_Vivica A. Fox __ Nick Kosovich,27.0,True,False
3,4,S3_Vivica A. Fox __ Nick Kosovich,24.0,True,False
3,5,S3_Vivica A. Fox __ Nick Kosovich,0.0,False,True
3,6,S3_Vivica A. Fox __ Nick Kosovich,0.0,False,False
3,7,S3_Vivica A. Fox __ Nick Kosovich,0.0,False,False
3,8,S3_Vivica A. Fox __ Nick Kosovich,0.0,False,False
3,9,S3_Vivica A. Fox __ Nick Kosovich,0.0,False,False
3,10,S3_Vivica A. Fox __ Nick Kosovich,0.0,False,False
3,1,S3_Willa Ford __ Maksim Chmerkoskiy,22.0,True,False
3,2,S3_Willa Ford __ Maksim Chmerkoskiy,23.0,True,False
3,3,S3_Willa Ford __ Maksim Chmerkoskiy,22.0,True,False
3,4,S3_Willa Ford __ Maksim Chmerkoskiy,28.0,True,False
3,5,S3_Willa Ford __ Maksim Chmerkoskiy,27.0,True,False
3,6,S3_Willa Ford __ Maksim Chmerkoskiy,0.0,False,True
3,7,S3_Willa Ford __ Maksim Chmerkoskiy,0.0,False,False
3,8,S3_Willa Ford __ Maksim Chmerkoskiy,0.0,False,False
3,9,S3_Willa Ford __ Maksim Chmerkoskiy,0.0,False,False
3,10,S3_Willa Ford __ Maksim Chmerkoskiy,0.0,False,False
4,1,S4_Apolo Anton Ohno __ Julianne Hough,21.0,True,False
4,2,S4_Apolo Anton Ohno __ Julianne Hough,26.0,True,False
4,3,S4_Apolo Anton Ohno __ Julianne Hough,23.0,True,False
4,4,S4_Apolo Anton Ohno __ Julianne Hough,26.0,True,False
4,5,S4_Apolo Anton Ohno __ Julianne Hough,30.0,True,False
4,6,S4_Apolo Anton Ohno __ Julianne Hough,28.0,True,False
4,7,S4_Apolo Anton Ohno __ Julianne Hough,27.0,True,False
4,8,S4_Apolo Anton Ohno __ Julianne Hough,29.0,True,False
4,9,S4_Apolo Anton Ohno __ Julianne Hough,29.5,True,False
4,10,S4_Apolo Anton Ohno __ Julianne Hough,29.3332,True,False
4,1,S4_Billy Ray Cyrus __ Karina Smirnoff,13.0,True,False
4,2,S4_Billy Ray Cyrus __ Karina Smirnoff,21.0,True,False
4,3,S4_Billy Ray Cyrus __ Karina Smirnoff,21.0,True,False
4,4,S4_Billy Ray Cyrus __ Karina Smirnoff,21.0,True,False
4,5,S4_Billy Ray Cyrus __ Karina Smirnoff,17.0,True,False
4,6,S4_Billy Ray Cyrus __ Karina Smirnoff,21.0,True,False
4,7,S4_Billy Ray Cyrus __ Karina Smirnoff,19.0,True,False
4,8,S4_Billy Ray Cyrus __ Karina Smirnoff,19.0,True,False
4,9,S4_Billy Ray Cyrus __ Karina Smirnoff,0.0,False,True
4,10,S4_Billy Ray Cyrus __ Karina Smirnoff,0.0,False,False
4,1,S4_Clyde Drexler __ Elena Grinenko,16.0,True,False
4,2,S4_Clyde Drexler __ Elena Grinenko,18.0,True,False
4,3,S4_Clyde Drexler __ Elena Grinenko,16.0,True,False
4,4,S4_Clyde Drexler __ Elena Grinenko,15.0,True,False
4,5,S4_Clyde Drexler __ Elena Grinenko,13.0,True,False
4,6,S4_Clyde Drexler __ Elena Grinenko,0.0,False,True
4,7,S4_Clyde Drexler __ Elena Grinenko,0.0,False,False
4,8,S4_Clyde Drexler __ Elena Grinenko,0.0,False,False
4,9,S4_Clyde Drexler __ Elena Grinenko,0.0,False,False
4,10,S4_Clyde Drexler __ Elena Grinenko,0.0,False,False
4,1,S4_Heather Mills __ Jonathan Roberts,18.0,True,False
4,2,S4_Heather Mills __ Jonathan Roberts,24.0,True,False
4,3,S4_Heather Mills __ Jonathan Roberts,24.0,True,False
4,4,S4_Heather Mills __ Jonathan Roberts,23.0,True,False
4,5,S4_Heather Mills __ Jonathan Roberts,21.0,True,False
4,6,S4_Heather Mills __ Jonathan Roberts,23.0,True,False
4,7,S4_Heather Mills __ Jonathan Roberts,0.0,False,True
4,8,S4_Heather Mills __ Jonathan Roberts,0.0,False,False
4,9,S4_Heather Mills __ Jonathan Roberts,0.0,False,False
4,10,S4_Heather Mills __ Jonathan Roberts,0.0,False,False
4,1,S4_Ian Ziering __ Cheryl Burke,21.0,True,False
4,2,S4_Ian Ziering __ Cheryl Burke,22.0,True,False
4,3,S4_Ian Ziering __ Cheryl Burke,24.0,True,False
4,4,S4_Ian Ziering __ Cheryl Burke,24.0,True,False
4,5,S4_Ian Ziering __ Cheryl Burke,24.0,True,False
4,6,S4_Ian Ziering __ Cheryl Burke,24.0,True,False
4,7,S4_Ian Ziering __ Cheryl Burke,27.0,True,False
4,8,S4_Ian Ziering __ Cheryl Burke,23.5,True,False
4,9,S4_Ian Ziering __ Cheryl Burke,29.0,True,False
4,10,S4_Ian Ziering __ Cheryl Burke,0.0,False,True
4,1,S4_Joey Fatone __ Kym Johnson,24.0,True,False
4,2,S4_Joey Fatone __ Kym Johnson,24.0,True,False
4,3,S4_Joey Fatone __ Kym Johnson,24.0,True,False
4,4,S4_Joey Fatone __ Kym Johnson,28.0,True,False
4,5,S4_Joey Fatone __ Kym Johnson,25.0,True,False
4,6,S4_Joey Fatone __ Kym Johnson,27.0,True,False
4,7,S4_Joey Fatone __ Kym Johnson,29.5,True,False
4,8,S4_Joey Fatone __ Kym Johnson,27.5,True,False
4,9,S4_Joey Fatone __ Kym Johnson,30.0,True,False
4,10,S4_Joey Fatone __ Kym Johnson,28.6665,True,False
4,1,S4_John Ratzenberger __ Edyta Sliwinska,17.0,True,False
4,2,S4_John Ratzenberger __ Edyta Sliwinska,21.0,True,False
4,3,S4_John Ratzenberger __ Edyta Sliwinska,20.0,True,False
4,4,S4_John Ratzenberger __ Edyta Sliwinska,16.0,True,False
4,5,S4_John Ratzenberger __ Edyta Sliwinska,18.0,True,False
4,6,S4_John Ratzenberger __ Edyta Sliwinska,19.0,True,False
4,7,S4_John Ratzenberger __ Edyta Sliwinska,22.5,True,False
4,8,S4_John Ratzenberger __ Edyta Sliwinska,0.0,False,True
4,9,S4_John Ratzenberger __ Edyta Sliwinska,0.0,False,False
4,10,S4_John Ratzenberger __ Edyta Sliwinska,0.0,False,False
4,1,S4_Laila Ali __ Maksim Chmerkoskiy,23.0,True,False
4,2,S4_Laila Ali __ Maksim Chmerkoskiy,27.0,True,False
4,3,S4_Laila Ali __ Maksim Chmerkoskiy,21.0,True,False
4,4,S4_Laila Ali __ Maksim Chmerkoskiy,21.0,True,False
4,5,S4_Laila Ali __ Maksim Chmerkoskiy,28.0,True,False
4,6,S4_Laila Ali __ Maksim Chmerkoskiy,28.0,True,False
4,7,S4_Laila Ali __ Maksim Chmerkoskiy,29.5,True,False
4,8,S4_Laila Ali __ Maksim Chmerkoskiy,26.5,True,False
4,9,S4_Laila Ali __ Maksim Chmerkoskiy,30.0,True,False
4,10,S4_Laila Ali __ Maksim Chmerkoskiy,28.333200000000005,True,False
4,1,S4_Leeza Gibbons __ Tony Dovolani,15.0,True,False
4,2,S4_Leeza Gibbons __ Tony Dovolani,21.0,True,False
4,3,S4_Leeza Gibbons __ Tony Dovolani,24.0,True,False
4,4,S4_Leeza Gibbons __ Tony Dovolani,16.0,True,False
4,5,S4_Leeza Gibbons __ Tony Dovolani,0.0,False,True
4,6,S4_Leeza Gibbons __ Tony Dovolani,0.0,False,False
4,7,S4_Leeza Gibbons __ Tony Dovolani,0.0,False,False
4,8,S4_Leeza Gibbons __ Tony Dovolani,0.0,False,False
4,9,S4_Leeza Gibbons __ Tony Dovolani,0.0,False,False
4,10,S4_Leeza Gibbons __ Tony Dovolani,0.0,False,False
4,1,S4_Paulina Porizkova __ Alec Mazo,19.0,True,False
4,2,S4_Paulina Porizkova __ Alec Mazo,21.0,True,False
4,3,S4_Paulina Porizkova __ Alec Mazo,0.0,False,True
4,4,S4_Paulina Porizkova __ Alec Mazo,0.0,False,False
4,5,S4_Paulina Porizkova __ Alec Mazo,0.0,False,False
4,6,S4_Paulina Porizkova __ Alec Mazo,0.0,False,False
4,7,S4_Paulina Porizkova __ Alec Mazo,0.0,False,False
4,8,S4_Paulina Porizkova __ Alec Mazo,0.0,False,False
4,9,S4_Paulina Porizkova __ Alec Mazo,0.0,False,False
4,10,S4_Paulina Porizkova __ Alec Mazo,0.0,False,False
4,1,S4_Shandi Finnessey __ Brian Fortuna,19.0,True,False
4,2,S4_Shandi Finnessey __ Brian Fortuna,20.0,True,False
4,3,S4_Shandi Finnessey __ Brian Fortuna,21.0,True,False
4,4,S4_Shandi Finnessey __ Brian Fortuna,0.0,False,True
4,5,S4_Shandi Finnessey __ Brian Fortuna,0.0,False,False
4,6,S4_Shandi Finnessey __ Brian Fortuna,0.0,False,False
4,7,S4_Shandi Finnessey __ Brian Fortuna,0.0,False,False
4,8,S4_Shandi Finnessey __ Brian Fortuna,0.0,False,False
4,9,S4_Shandi Finnessey __ Brian Fortuna,0.0,False,False
4,10,S4_Shandi Finnessey __ Brian Fortuna,0.0,False,False
5,1,S5_Albert Reed __ Anna Trebunskaya,21.0,True,False
5,2,S5_Albert Reed __ Anna Trebunskaya,21.0,True,False
5,3,S5_Albert Reed __ Anna Trebunskaya,0.0,False,True
5,4,S5_Albert Reed __ Anna Trebunskaya,0.0,False,False
5,5,S5_Albert Reed __ Anna Trebunskaya,0.0,False,False
5,6,S5_Albert Reed __ Anna Trebunskaya,0.0,False,False
5,7,S5_Albert Reed __ Anna Trebunskaya,0.0,False,False
5,8,S5_Albert Reed __ Anna Trebunskaya,0.0,False,False
5,9,S5_Albert Reed __ Anna Trebunskaya,0.0,False,False
5,10,S5_Albert Reed __ Anna Trebunskaya,0.0,False,False
5,1,S5_Cameron Mathison __ Edyta Sliwinska,21.0,True,False
5,2,S5_Cameron Mathison __ Edyta Sliwinska,21.0,True,False
5,3,S5_Cameron Mathison __ Edyta Sliwinska,23.0,True,False
5,4,S5_Cameron Mathison __ Edyta Sliwinska,27.0,True,False
5,5,S5_Cameron Mathison __ Edyta Sliwinska,26.0,True,False
5,6,S5_Cameron Mathison __ Edyta Sliwinska,25.0,True,False
5,7,S5_Cameron Mathison __ Edyta Sliwinska,25.5,True,False
5,8,S5_Cameron Mathison __ Edyta Sliwinska,25.5,True,False
5,9,S5_Cameron Mathison __ Edyta Sliwinska,0.0,False,True
5,10,S5_Cameron Mathison __ Edyta Sliwinska,0.0,False,False
5,1,S5_Floyd Mayweather Jr. __ Karina Smirnoff,18.0,True,False
5,2,S5_Floyd Mayweather Jr. __ Karina Smirnoff,21.0,True,False
5,3,S5_Floyd Mayweather Jr. __ Karina Smirnoff,21.0,True,False
5,4,S5_Floyd Mayweather Jr. __ Karina Smirnoff,23.0,True,False
5,5,S5_Floyd Mayweather Jr. __ Karina Smirnoff,0.0,False,True
5,6,S5_Floyd Mayweather Jr. __ Karina Smirnoff,0.0,False,False
5,7,S5_Floyd Mayweather Jr. __ Karina Smirnoff,0.0,False,False
5,8,S5_Floyd Mayweather Jr. __ Karina Smirnoff,0.0,False,False
5,9,S5_Floyd Mayweather Jr. __ Karina Smirnoff,0.0,False,False
5,10,S5_Floyd Mayweather Jr. __ Karina Smirnoff,0.0,False,False
5,1,S5_Helio Castroneves __ Julianne Hough,25.0,True,False
5,2,S5_Helio Castroneves __ Julianne Hough,27.0,True,False
5,3,S5_Helio Castroneves __ Julianne Hough,24.0,True,False
5,4,S5_Helio Castroneves __ Julianne Hough,27.0,True,False
5,5,S5_Helio Castroneves __ Julianne Hough,23.0,True,False
5,6,S5_Helio Castroneves __ Julianne Hough,28.0,True,False
5,7,S5_Helio Castroneves __ Julianne Hough,26.0,True,False
5,8,S5_Helio Castroneves __ Julianne Hough,28.5,True,False
5,9,S5_Helio Castroneves __ Julianne Hough,30.0,True,False
5,10,S5_Helio Castroneves __ Julianne Hough,27.999900000000004,True,False
5,1,S5_Jane Seymour __ Tony Dovolani,24.0,True,False
5,2,S5_Jane Seymour __ Tony Dovolani,21.0,True,False
5,3,S5_Jane Seymour __ Tony Dovolani,27.0,True,False
5,4,S5_Jane Seymour __ Tony Dovolani,26.0,True,False
5,5,S5_Jane Seymour __ Tony Dovolani,26.0,True,False
5,6,S5_Jane Seymour __ Tony Dovolani,22.0,True,False
5,7,S5_Jane Seymour __ Tony Dovolani,25.0,True,False
5,8,S5_Jane Seymour __ Tony Dovolani,0.0,False,True
5,9,S5_Jane Seymour __ Tony Dovolani,0.0,False,False
5,10,S5_Jane Seymour __ Tony Dovolani,0.0,False,False
5,1,S5_Jennie Garth __ Derek Hough,21.0,True,False
5,2,S5_Jennie Garth __ Derek Hough,21.0,True,False
5,3,S5_Jennie Garth __ Derek Hough,26.0,True,False
5,4,S5_Jennie Garth __ Derek Hough,27.0,True,False
5,5,S5_Jennie Garth __ Derek Hough,25.0,True,False
5,6,S5_Jennie Garth __ Derek Hough,27.0,True,False
5,7,S5_Jennie Garth __ Derek Hough,26.5,True,False
5,8,S5_Jennie Garth __ Derek Hough,25.0,True,False
5,9,S5_Jennie Garth __ Derek Hough,29.0,True,False
5,10,S5_Jennie Garth __ Derek Hough,0.0,False,True
5,1,S5_Josie Maran __ Alec Mazo,16.0,True,False
5,2,S5_Josie Maran __ Alec Mazo,0.0,False,True
5,3,S5_Josie Maran __ Alec Mazo,0.0,False,False
5,4,S5_Josie Maran __ Alec Mazo,0.0,False,False
5,5,S5_Josie Maran __ Alec Mazo,0.0,False,False
5,6,S5_Josie Maran __ Alec Mazo,0.0,False,False
5,7,S5_Josie Maran __ Alec Mazo,0.0,False,False
5,8,S5_Josie Maran __ Alec Mazo,0.0,False,False
