season,week,celebrity_name,pair_id,J_score,fan_share,judge_rank,fan_rank,rank_total,judge_pct,combined_pct,elim_count,elim_flag
2,2,Tatum O'Neal,S2_Tatum O'Neal __ Nick Kosovich,17.0,0.0881937624494545,8,9,17,0.085,0.1731937624494545,1,False
2,2,Tia Carrere,S2_Tia Carrere __ Maksim Chmerkoskiy,22.0,0.0969505204390326,6,6,12,0.11,0.20695052043903261,1,False
2,3,Drew Lachey,S2_Drew Lachey __ Cheryl Burke,27.0,0.1131071723893891,1,5,6,0.14835164835164835,0.26145882074103743,1,False
2,3,George Hamilton,S2_George Hamilton __ Edyta Sliwinska,22.0,0.1380080555354694,5,2,7,0.12087912087912088,0.2588871764145903,1,False
2,3,Giselle Fernandez,S2_Giselle Fernandez __ Jonathan Roberts,22.0,0.0982651262282355,6,8,14,0.12087912087912088,0.21914424710735636,1,False
2,3,Jerry Rice,S2_Jerry Rice __ Anna Trebunskaya,19.0,0.1104699106492522,7,6,13,0.1043956043956044,0.2148655150448566,1,False
2,3,Lisa Rinna,S2_Lisa Rinna __ Louis van Amstel,25.0,0.1258789967962395,4,4,8,0.13736263736263737,0.2632416341588769,1,False
2,3,Master P,S2_Master P __ Ashly DelGrosso,14.0,0.17732247406855,8,1,9,0.07692307692307693,0.25424555099162693,1,False
2,3,Stacy Keibler,S2_Stacy Keibler __ Tony Dovolani,27.0,0.1096648038423672,2,7,9,0.14835164835164835,0.25801645219401553,1,False
2,3,Tia Carrere,S2_Tia Carrere __ Maksim Chmerkoskiy,26.0,0.1272834604904966,3,3,6,0.14285714285714285,0.27014060334763945,1,False
2,4,Drew Lachey,S2_Drew Lachey __ Cheryl Burke,28.0,0.0999257446414733,1,7,8,0.17721518987341772,0.277140934514891,1,False
2,4,George Hamilton,S2_George Hamilton __ Edyta Sliwinska,21.0,0.1769223130564286,6,1,7,0.13291139240506328,0.3098337054614919,1,False
2,4,Jerry Rice,S2_Jerry Rice __ Anna Trebunskaya,24.0,0.153454414143395,5,4,9,0.1518987341772152,0.3053531483206102,1,False
2,4,Lisa Rinna,S2_Lisa Rinna __ Louis van Amstel,26.0,0.1328358275511492,2,5,7,0.16455696202531644,0.29739278957646564,1,False
2,4,Master P,S2_Master P __ Ashly DelGrosso,8.0,0.1605070688372507,7,3,10,0.05063291139240506,0.21113998022965574,1,False
2,4,Stacy Keibler,S2_Stacy Keibler __ Tony Dovolani,26.0,0.1138185882234619,3,6,9,0.16455696202531644,0.27837555024877836,1,False
2,4,Tia Carrere,S2_Tia Carrere __ Maksim Chmerkoskiy,25.0,0.1625360435468409,4,2,6,0.15822784810126583,0.3207638916481067,1,False
2,5,Drew Lachey,S2_Drew Lachey __ Cheryl Burke,27.0,0.119676164806922,2,6,8,0.17880794701986755,0.2984841118267896,1,False
2,5,George Hamilton,S2_George Hamilton __ Edyta Sliwinska,24.0,0.2297244314984608,4,1,5,0.15894039735099338,0.3886648288494542,1,False
2,5,Jerry Rice,S2_Jerry Rice __ Anna Trebunskaya,23.0,0.1928028916926548,5,2,7,0.152317880794702,0.3451207724873568,1,False
2,5,Lisa Rinna,S2_Lisa Rinna __ Louis van Amstel,25.0,0.1664281021904466,3,3,6,0.16556291390728478,0.3319910160977314,1,False
2,5,Stacy Keibler,S2_Stacy Keibler __ Tony Dovolani,30.0,0.1358357931267897,1,5,6,0.1986754966887417,0.3345112898155314,1,False
2,5,Tia Carrere,S2_Tia Carrere __ Maksim Chmerkoskiy,22.0,0.1555326166847259,6,4,10,0.1456953642384106,0.3012279809231365,1,False
2,6,Drew Lachey,S2_Drew Lachey __ Cheryl Burke,30.0,0.1418051308169841,1,5,6,0.22556390977443608,0.36736904059142017,1,False
2,6,George Hamilton,S2_George Hamilton __ Edyta Sliwinska,23.0,0.2496727943049983,4,2,6,0.17293233082706766,0.42260512513206594,1,False
2,6,Jerry Rice,S2_Jerry Rice __ Anna Trebunskaya,23.0,0.2675064218975571,5,1,6,0.17293233082706766,0.44043875272462474,1,False
2,6,Lisa Rinna,S2_Lisa Rinna __ Louis van Amstel,27.0,0.189965218714992,3,3,6,0.20300751879699247,0.39297273751198447,1,False
2,6,Stacy Keibler,S2_Stacy Keibler __ Tony Dovolani,30.0,0.1510504342654683,2,4,6,0.22556390977443608,0.37661434403990435,1,False
2,7,Drew Lachey,S2_Drew Lachey __ Cheryl Burke,27.5,0.1803928441705739,1,4,5,0.2696078431372549,0.45000068730782883,1,False
2,7,Jerry Rice,S2_Jerry Rice __ Anna Trebunskaya,20.5,0.3616235716880553,4,1,5,0.20098039215686275,0.5626039638449181,1,False
2,7,Lisa Rinna,S2_Lisa Rinna __ Louis van Amstel,26.5,0.2274870268711662,3,3,6,0.25980392156862747,0.4872909484397937,1,False
2,7,Stacy Keibler,S2_Stacy Keibler __ Tony Dovolani,27.5,0.2304965572702046,2,2,4,0.2696078431372549,0.5001044004074595,1,False
3,2,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,24.0,0.0953854919062785,3,4,7,0.10434782608695652,0.19973331799323502,1,False
3,2,Harry Hamlin,S3_Harry Hamlin __ Ashly DelGrosso,21.0,0.1402912167204305,7,2,9,0.09130434782608696,0.23159556454651745,1,False
3,2,Jerry Springer,S3_Jerry Springer __ Kym Johnson,19.0,0.134593453523699,10,3,13,0.08260869565217391,0.2172021491758729,1,False
3,2,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,29.0,0.0705469975157667,1,10,11,0.12608695652173912,0.19663395403750583,1,False
3,2,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,21.0,0.0889148669354666,8,6,14,0.09130434782608696,0.18021921476155356,1,False
3,2,Monique Coleman,S3_Monique Coleman __ Louis van Amstel,26.0,0.0920692273936744,2,5,7,0.11304347826086956,0.20511270565454398,1,False
3,2,Sara Evans,S3_Sara Evans __ Tony Dovolani,21.0,0.1434279945792608,9,1,10,0.09130434782608696,0.23473234240534777,1,False
3,2,Shanna Moakler,S3_Shanna Moakler __ Jesse DeSoto,22.0,0.0787231632434859,6,8,14,0.09565217391304348,0.17437533715652936,1,False
3,2,Vivica A. Fox,S3_Vivica A. Fox __ Nick Kosovich,24.0,0.0789137830962213,4,7,11,0.10434782608695652,0.1832616091831778,1,False
3,2,Willa Ford,S3_Willa Ford __ Maksim Chmerkoskiy,23.0,0.077133805085716,5,9,14,0.1,0.17713380508571602,1,False
3,3,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,19.0,0.1089888688521465,9,5,14,0.09178743961352658,0.20077630846567307,1,False
3,3,Harry Hamlin,S3_Harry Hamlin __ Ashly DelGrosso,22.0,0.0878959049138957,4,8,12,0.10628019323671498,0.19417609815061068,1,False
3,3,Jerry Springer,S3_Jerry Springer __ Kym Johnson,21.0,0.1319146254929967,8,2,10,0.10144927536231885,0.23336390085531555,1,False
3,3,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,22.0,0.1486514831366241,5,1,6,0.10628019323671498,0.2549316763733391,1,False
3,3,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,22.0,0.1033801652929276,6,6,12,0.10628019323671498,0.20966035852964257,1,False
3,3,Monique Coleman,S3_Monique Coleman __ Louis van Amstel,27.0,0.093735106623804,1,7,8,0.13043478260869565,0.22416988923249964,1,False
3,3,Sara Evans,S3_Sara Evans __ Tony Dovolani,25.0,0.1227158381730235,3,3,6,0.12077294685990338,0.24348878503292687,1,False
3,3,Vivica A. Fox,S3_Vivica A. Fox __ Nick Kosovich,27.0,0.0863028116482771,2,9,11,0.13043478260869565,0.21673759425697275,1,False
3,3,Willa Ford,S3_Willa Ford __ Maksim Chmerkoskiy,22.0,0.1164151958663044,7,4,11,0.10628019323671498,0.2226953891030194,1,False
3,4,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,24.0,0.1366732003452916,4,2,6,0.12121212121212122,0.25788532155741284,1,False
3,4,Jerry Springer,S3_Jerry Springer __ Kym Johnson,22.0,0.1207913197914816,7,5,12,0.1111111111111111,0.23190243090259272,1,False
3,4,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,27.0,0.110408235931571,3,6,9,0.13636363636363635,0.24677187229520736,1,False
3,4,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,29.0,0.1634271152615496,1,1,2,0.14646464646464646,0.30989176172619604,1,False
3,4,Monique Coleman,S3_Monique Coleman __ Louis van Amstel,24.0,0.1271149726785896,5,4,9,0.12121212121212122,0.2483270938907108,1,False
3,4,Sara Evans,S3_Sara Evans __ Tony Dovolani,20.0,0.1330654934925735,8,3,11,0.10101010101010101,0.2340755945026745,1,False
3,4,Vivica A. Fox,S3_Vivica A. Fox __ Nick Kosovich,24.0,0.1008284499459305,6,8,14,0.12121212121212122,0.2220405711580517,1,False
3,4,Willa Ford,S3_Willa Ford __ Maksim Chmerkoskiy,28.0,0.1076912125530121,2,7,9,0.1414141414141414,0.2491053539671535,1,False
3,5,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,27.0,0.1377266300332924,1,5,6,0.14917127071823205,0.28689790075152444,1,False
3,5,Jerry Springer,S3_Jerry Springer __ Kym Johnson,24.0,0.1834545741046747,6,1,7,0.13259668508287292,0.3160512591875476,1,False
3,5,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,25.0,0.1415296155528859,5,3,8,0.13812154696132597,0.27965116251421185,1,False
3,5,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,27.0,0.1279637693229904,2,6,8,0.14917127071823205,0.27713504004122247,1,False
3,5,Monique Coleman,S3_Monique Coleman __ Louis van Amstel,27.0,0.1485869783185489,3,2,5,0.14917127071823205,0.29775824903678094,1,False
3,5,Sara Evans,S3_Sara Evans __ Tony Dovolani,24.0,0.1412301395223783,7,4,11,0.13259668508287292,0.2738268246052512,1,False
3,5,Willa Ford,S3_Willa Ford __ Maksim Chmerkoskiy,27.0,0.1195082931452293,4,7,11,0.14917127071823205,0.26867956386346137,1,False
3,6,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,25.0,0.1861022981553946,2,5,7,0.211864406779661,0.3979667049350556,2,False
3,6,Jerry Springer,S3_Jerry Springer __ Kym Johnson,18.0,0.2117402937314603,5,1,6,0.15254237288135594,0.3642826666128163,2,False
3,6,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,24.0,0.1919251051321538,3,4,7,0.2033898305084746,0.39531493564062836,2,False
3,6,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,28.0,0.20279922035036,1,3,4,0.23728813559322035,0.44008735594358034,2,False
3,6,Monique Coleman,S3_Monique Coleman __ Louis van Amstel,23.0,0.2074330826306311,4,2,6,0.19491525423728814,0.40234833686791927,2,False
3,8,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,27.0,0.2431276595776345,2,3,5,0.24770642201834864,0.49083408159598313,1,False
3,8,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,27.0,0.261323039000826,3,1,4,0.24770642201834864,0.5090294610191746,1,False
3,8,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,28.5,0.2531010395665314,1,2,3,0.26146788990825687,0.5145689294747883,1,False
3,8,Monique Coleman,S3_Monique Coleman __ Louis van Amstel,26.5,0.242448261855008,4,4,8,0.24311926605504589,0.48556752791005386,1,False
3,9,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,29.5,0.3344628191343804,1,2,3,0.3333333333333333,0.6677961524677137,1,False
3,9,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,29.5,0.3282807623920709,2,3,5,0.3333333333333333,0.6616140957254042,1,False
3,9,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,29.5,0.3372564184735486,3,1,4,0.3333333333333333,0.670589751806882,1,False
4,3,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,23.0,0.0969008403697434,5,5,10,0.10550458715596331,0.20240542752570673,1,False
4,3,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,21.0,0.0933298738128085,6,7,13,0.0963302752293578,0.1896601490421663,1,False
4,3,Clyde Drexler,S4_Clyde Drexler __ Elena Grinenko,16.0,0.1395966876467795,10,1,11,0.07339449541284404,0.21299118305962353,1,False
4,3,Heather Mills,S4_Heather Mills __ Jonathan Roberts,24.0,0.1149496947072544,1,2,3,0.11009174311926606,0.22504143782652047,1,False
4,3,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,24.0,0.0774147418598652,2,10,12,0.11009174311926606,0.18750648497913125,1,False
4,3,Joey Fatone,S4_Joey Fatone __ Kym Johnson,24.0,0.0947028501913614,3,6,9,0.11009174311926606,0.20479459331062747,1,False
4,3,John Ratzenberger,S4_John Ratzenberger __ Edyta Sliwinska,20.0,0.1030738754093175,9,3,12,0.09174311926605505,0.19481699467537256,1,False
4,3,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,21.0,0.0928408647416179,7,8,15,0.0963302752293578,0.1891711399709757,1,False
4,3,Leeza Gibbons,S4_Leeza Gibbons __ Tony Dovolani,24.0,0.100827976062745,4,4,8,0.11009174311926606,0.21091971918201108,1,False
4,3,Shandi Finnessey,S4_Shandi Finnessey __ Brian Fortuna,21.0,0.0863625951985068,8,9,17,0.0963302752293578,0.18269287042786458,1,False
4,4,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,26.0,0.0863686991526449,2,8,10,0.1368421052631579,0.22321080441580282,1,False
4,4,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,21.0,0.0957722748172925,5,7,12,0.11052631578947368,0.2062985906067662,1,False
4,4,Clyde Drexler,S4_Clyde Drexler __ Elena Grinenko,15.0,0.1714413740815218,9,1,10,0.07894736842105263,0.2503887425025744,1,False
4,4,Heather Mills,S4_Heather Mills __ Jonathan Roberts,23.0,0.0767893347777126,4,9,13,0.12105263157894737,0.19784196635665996,1,False
4,4,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,24.0,0.1117552162006792,3,3,6,0.12631578947368421,0.2380710056743634,1,False
4,4,Joey Fatone,S4_Joey Fatone __ Kym Johnson,28.0,0.1017305402764974,1,6,7,0.14736842105263157,0.24909896132912895,1,False
4,4,John Ratzenberger,S4_John Ratzenberger __ Edyta Sliwinska,16.0,0.14068840922799,7,2,9,0.08421052631578947,0.2248989355437795,1,False
4,4,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,21.0,0.1116613653119949,6,4,10,0.11052631578947368,0.22218768110146858,1,False
4,4,Leeza Gibbons,S4_Leeza Gibbons __ Tony Dovolani,16.0,0.1037927861536663,8,5,13,0.08421052631578947,0.18800331246945579,1,False
4,5,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,30.0,0.1327144574746902,1,4,5,0.17045454545454544,0.30316900292923565,1,False
4,5,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,17.0,0.1300506779252984,7,5,12,0.09659090909090909,0.22664158701620749,1,False
4,5,Clyde Drexler,S4_Clyde Drexler __ Elena Grinenko,13.0,0.1331554881068211,8,3,11,0.07386363636363637,0.20701912447045745,1,False
4,5,Heather Mills,S4_Heather Mills __ Jonathan Roberts,21.0,0.1473531574081723,5,1,6,0.11931818181818182,0.2666713392263541,1,False
4,5,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,24.0,0.1170819564455716,4,6,10,0.13636363636363635,0.253445592809208,1,False
4,5,Joey Fatone,S4_Joey Fatone __ Kym Johnson,25.0,0.084633176826286,3,8,11,0.14204545454545456,0.22667863137174055,1,False
4,5,John Ratzenberger,S4_John Ratzenberger __ Edyta Sliwinska,18.0,0.1447078437699659,6,2,8,0.10227272727272728,0.24698057104269316,1,False
4,5,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,28.0,0.1103032420431942,2,7,9,0.1590909090909091,0.26939415113410325,1,False
4,6,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,28.0,0.115493013736573,1,7,8,0.16470588235294117,0.2801988960895142,1,False
4,6,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,21.0,0.1646755238328088,6,2,8,0.12352941176470589,0.2882049355975147,1,False
4,6,Heather Mills,S4_Heather Mills __ Jonathan Roberts,23.0,0.1311591005331432,5,5,10,0.13529411764705881,0.266453218180202,1,False
4,6,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,24.0,0.1466294617272275,4,3,7,0.1411764705882353,0.2878059323154628,1,False
4,6,Joey Fatone,S4_Joey Fatone __ Kym Johnson,27.0,0.1259743101041096,3,6,9,0.1588235294117647,0.2847978395158743,1,False
4,6,John Ratzenberger,S4_John Ratzenberger __ Edyta Sliwinska,19.0,0.1845857437045895,7,1,8,0.11176470588235295,0.29635044958694245,1,False
4,6,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,28.0,0.1314828463615482,2,4,6,0.16470588235294117,0.29618872871448937,1,False
4,7,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,27.0,0.1686077555480535,3,3,6,0.17475728155339806,0.34336503710145155,1,False
4,7,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,19.0,0.1912200171269501,6,2,8,0.12297734627831715,0.31419736340526727,1,False
4,7,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,27.0,0.1927313095675448,4,1,5,0.17475728155339806,0.3674885911209429,1,False
4,7,Joey Fatone,S4_Joey Fatone __ Kym Johnson,29.5,0.1278644883192159,1,6,7,0.19093851132686085,0.3188029996460767,1,False
4,7,John Ratzenberger,S4_John Ratzenberger __ Edyta Sliwinska,22.5,0.168529054177616,5,4,9,0.14563106796116504,0.31416012213878103,1,False
4,7,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,29.5,0.1510473752606196,2,5,7,0.19093851132686085,0.3419858865874804,1,False
4,8,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,29.0,0.1767534257006057,1,5,6,0.23107569721115537,0.4078291229117611,1,False
4,8,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,19.0,0.2375944937438256,5,1,6,0.15139442231075698,0.3889889160545826,1,False
4,8,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,23.5,0.2269239584363148,4,2,6,0.18725099601593626,0.41417495445225105,1,False
4,8,Joey Fatone,S4_Joey Fatone __ Kym Johnson,27.5,0.1799463008882274,2,3,5,0.21912350597609562,0.39906980686432303,1,False
4,8,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,26.5,0.1787818212310261,3,4,7,0.21115537848605578,0.38993719971708185,1,False
4,9,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,29.5,0.2555072992558481,3,2,5,0.2489451476793249,0.504452446935173,1,False
4,9,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,29.0,0.2455683636168675,4,3,7,0.24472573839662448,0.490294102013492,1,False
4,9,Joey Fatone,S4_Joey Fatone __ Kym Johnson,30.0,0.2408191398576896,1,4,5,0.25316455696202533,0.49398369681971493,1,False
4,9,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,30.0,0.2581051972695947,2,1,3,0.25316455696202533,0.51126975423162,1,False
5,5,Cameron Mathison,S5_Cameron Mathison __ Edyta Sliwinska,26.0,0.1266636163279148,3,4,7,0.1306532663316583,0.2573168826595731,1,False
5,5,Helio Castroneves,S5_Helio Castroneves __ Julianne Hough,23.0,0.14160639784377,6,2,8,0.11557788944723618,0.2571842872910062,1,False
5,5,Jane Seymour,S5_Jane Seymour __ Tony Dovolani,26.0,0.1132360390922778,4,7,11,0.1306532663316583,0.2438893054239361,1,False
5,5,Jennie Garth,S5_Jennie Garth __ Derek Hough,25.0,0.122547390269058,5,5,10,0.12562814070351758,0.24817553097257558,1,False
5,5,Marie Osmond,S5_Marie Osmond __ Jonathan Roberts,21.0,0.1314917424651449,7,3,10,0.10552763819095477,0.23701938065609968,1,False
5,5,Mark Cuban,S5_Mark Cuban __ Kym Johnson,21.0,0.1224232854692368,8,6,14,0.10552763819095477,0.22795092366019157,1,False
5,5,Mel B,S5_Mel B __ Maksim Chmerkoskiy,29.0,0.1454750548030072,1,1,2,0.1457286432160804,0.29120369801908763,1,False
5,5,Sabrina Bryan,S5_Sabrina Bryan __ Mark Ballas,28.0,0.0965564737295904,2,8,10,0.1407035175879397,0.23725999131753012,1,False
5,6,Cameron Mathison,S5_Cameron Mathison __ Edyta Sliwinska,25.0,0.1430309594862543,4,5,9,0.1388888888888889,0.28191984837514317,1,False
5,6,Helio Castroneves,S5_Helio Castroneves __ Julianne Hough,28.0,0.1524190809163998,2,3,5,0.15555555555555556,0.30797463647195533,1,False
5,6,Jane Seymour,S5_Jane Seymour __ Tony Dovolani,22.0,0.1621277034162288,7,1,8,0.12222222222222222,0.284349925638451,1,False
5,6,Jennie Garth,S5_Jennie Garth __ Derek Hough,27.0,0.1584479967456512,3,2,5,0.15,0.30844799674565115,1,False
5,6,Marie Osmond,S5_Marie Osmond __ Jonathan Roberts,23.0,0.1465850631315056,6,4,10,0.12777777777777777,0.27436284090928337,1,False
5,6,Mel B,S5_Mel B __ Maksim Chmerkoskiy,30.0,0.1158844752359217,1,7,8,0.16666666666666666,0.28255114190258834,1,False
5,6,Sabrina Bryan,S5_Sabrina Bryan __ Mark Ballas,25.0,0.1215047210680383,5,6,11,0.1388888888888889,0.2603936099569272,1,False
5,7,Cameron Mathison,S5_Cameron Mathison __ Edyta Sliwinska,25.5,0.1673844099852542,5,2,7,0.16346153846153846,0.33084594844679266,1,False
5,7,Helio Castroneves,S5_Helio Castroneves __ Julianne Hough,26.0,0.1571414167967281,3,5,8,0.16666666666666666,0.32380808346339474,1,False
5,7,Jane Seymour,S5_Jane Seymour __ Tony Dovolani,25.0,0.1562716031974528,6,6,12,0.16025641025641027,0.31652801345386306,1,False
5,7,Jennie Garth,S5_Jennie Garth __ Derek Hough,26.5,0.161457458311555,2,4,6,0.16987179487179488,0.3313292531833499,1,False
5,7,Marie Osmond,S5_Marie Osmond __ Jonathan Roberts,26.0,0.1912288560924378,4,1,5,0.16666666666666666,0.35789552275910447,1,False
5,7,Mel B,S5_Mel B __ Maksim Chmerkoskiy,27.0,0.166516255616572,1,3,4,0.17307692307692307,0.33959317869349503,1,False
5,8,Cameron Mathison,S5_Cameron Mathison __ Edyta Sliwinska,25.5,0.198762294829424,3,3,6,0.19391634980988592,0.3926786446393099,1,False
5,8,Helio Castroneves,S5_Helio Castroneves __ Julianne Hough,28.5,0.1920094555067112,1,5,6,0.21673003802281368,0.4087394935295249,1,False
5,8,Jennie Garth,S5_Jennie Garth __ Derek Hough,25.0,0.2033933104117229,4,2,6,0.19011406844106463,0.3935073788527875,1,False
5,8,Marie Osmond,S5_Marie Osmond __ Jonathan Roberts,24.5,0.2116556345402632,5,1,6,0.18631178707224336,0.39796742161250653,1,False
5,8,Mel B,S5_Mel B __ Maksim Chmerkoskiy,28.0,0.1941793047118785,2,4,6,0.21292775665399238,0.4071070613658709,1,False
5,9,Helio Castroneves,S5_Helio Castroneves __ Julianne Hough,30.0,0.2608641290059786,1,2,3,0.2564102564102564,0.5172743854162349,1,False
5,9,Jennie Garth,S5_Jennie Garth __ Derek Hough,29.0,0.2407982784208944,3,3,6,0.24786324786324787,0.4886615262841423,1,False
5,9,Marie Osmond,S5_Marie Osmond __ Jonathan Roberts,28.0,0.2638826622555595,4,1,5,0.23931623931623933,0.5031989015717988,1,False
5,9,Mel B,S5_Mel B __ Maksim Chmerkoskiy,30.0,0.2344549303175674,2,4,6,0.2564102564102564,0.49086518672782375,1,False
6,3,Adam Carolla,S6_Adam Carolla __ Julianne Hough,21.0,0.1109435196033312,6,3,9,0.09210526315789473,0.20304878276122593,2,False
6,3,Cristian de la Fuente,S6_Cristian de la Fuente __ Cheryl Burke,25.0,0.1133602660781487,3,2,5,0.10964912280701754,0.22300938888516625,2,False
6,3,Jason Taylor,S6_Jason Taylor __ Edyta Sliwinska,23.0,0.1539193131304648,5,1,6,0.10087719298245613,0.25479650611292093,2,False
6,3,Kristi Yamaguchi,S6_Kristi Yamaguchi __ Mark Ballas,27.0,0.0661825826567589,1,10,11,0.11842105263157894,0.18460363528833784,2,False
6,3,Mario,S6_Mario __ Karina Smirnoff,21.0,0.0856363422301705,7,7,14,0.09210526315789473,0.17774160538806522,2,False
6,3,Marissa Jaret Winokur,S6_Marissa Jaret Winokur __ Tony Dovolani,19.0,0.0987569110144413,10,6,16,0.08333333333333333,0.18209024434777463,2,False
6,3,Marlee Matlin,S6_Marlee Matlin __ Fabian Sanchez,21.0,0.1024139075561273,8,5,13,0.09210526315789473,0.19451917071402203,2,False
