season,week,celebrity_name,pair_id,J_score,fan_share,judge_rank,fan_rank,rank_total,judge_pct,combined_pct,elim_count,elim_flag
3,3,Sara Evans,S3_Sara Evans __ Tony Dovolani,25.0,0.1156383366360842,3,5,8,0.12077294685990338,0.23641128349598756,1,False
3,3,Vivica A. Fox,S3_Vivica A. Fox __ Nick Kosovich,27.0,0.1046314685809318,2,8,10,0.13043478260869565,0.23506625118962743,1,False
3,3,Willa Ford,S3_Willa Ford __ Maksim Chmerkoskiy,22.0,0.120368938475563,7,4,11,0.10628019323671498,0.22664913171227796,1,False
3,4,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,24.0,0.141070618539408,4,3,7,0.12121212121212122,0.2622827397515292,1,False
3,4,Jerry Springer,S3_Jerry Springer __ Kym Johnson,22.0,0.1476448487438456,7,1,8,0.1111111111111111,0.2587559598549567,1,False
3,4,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,27.0,0.1289124983316859,3,6,9,0.13636363636363635,0.26527613469532224,1,False
3,4,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,29.0,0.1353774447570911,1,4,5,0.14646464646464646,0.28184209122173753,1,False
3,4,Monique Coleman,S3_Monique Coleman __ Louis van Amstel,24.0,0.1191091620246507,5,7,12,0.12121212121212122,0.24032128323677193,1,False
3,4,Sara Evans,S3_Sara Evans __ Tony Dovolani,20.0,0.1416330286881217,8,2,10,0.10101010101010101,0.24264312969822271,1,False
3,4,Vivica A. Fox,S3_Vivica A. Fox __ Nick Kosovich,24.0,0.0545593780911261,6,8,14,0.12121212121212122,0.1757714993032473,1,False
3,4,Willa Ford,S3_Willa Ford __ Maksim Chmerkoskiy,28.0,0.1316930208240709,2,5,7,0.1414141414141414,0.2731071622382123,1,False
3,5,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,27.0,0.16782345151704,1,2,3,0.14917127071823205,0.31699472223527203,1,False
3,5,Jerry Springer,S3_Jerry Springer __ Kym Johnson,24.0,0.177255859918154,6,1,7,0.13259668508287292,0.30985254500102694,1,False
3,5,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,25.0,0.1648698632399409,5,3,8,0.13812154696132597,0.30299141020126685,1,False
3,5,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,27.0,0.1630995893399413,2,4,6,0.14917127071823205,0.31227086005817334,1,False
3,5,Monique Coleman,S3_Monique Coleman __ Louis van Amstel,27.0,0.1564865552890778,3,5,8,0.14917127071823205,0.30565782600730984,1,False
3,5,Sara Evans,S3_Sara Evans __ Tony Dovolani,24.0,0.0920309854307474,7,6,13,0.13259668508287292,0.22462767051362031,1,False
3,5,Willa Ford,S3_Willa Ford __ Maksim Chmerkoskiy,27.0,0.0784336952650982,4,7,11,0.14917127071823205,0.22760496598333024,1,False
3,6,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,25.0,0.2011312245181595,2,3,5,0.211864406779661,0.4129956312978205,2,False
3,6,Jerry Springer,S3_Jerry Springer __ Kym Johnson,18.0,0.2107352673268887,5,1,6,0.15254237288135594,0.3632776402082446,2,False
3,6,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,24.0,0.2036259414619027,3,2,5,0.2033898305084746,0.4070157719703773,2,False
3,6,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,28.0,0.1980811069960935,1,4,5,0.23728813559322035,0.43536924258931387,2,False
3,6,Monique Coleman,S3_Monique Coleman __ Louis van Amstel,23.0,0.1864264596969563,4,5,9,0.19491525423728814,0.38134171393424443,2,False
3,8,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,27.0,0.2757736399353238,2,2,4,0.24770642201834864,0.5234800619536724,1,False
3,8,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,27.0,0.2767134031307018,3,1,4,0.24770642201834864,0.5244198251490504,1,False
3,8,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,28.5,0.2751292139637291,1,3,4,0.26146788990825687,0.5365971038719859,1,False
3,8,Monique Coleman,S3_Monique Coleman __ Louis van Amstel,26.5,0.1723837429702454,4,4,8,0.24311926605504589,0.41550300902529125,1,False
3,9,Emmitt Smith,S3_Emmitt Smith __ Cheryl Burke,29.5,0.3668363080964216,1,2,3,0.3333333333333333,0.7001696414297549,1,False
3,9,Joey Lawrence,S3_Joey Lawrence __ Edyta Sliwinska,29.5,0.259958237493973,2,3,5,0.3333333333333333,0.5932915708273063,1,False
3,9,Mario Lopez,S3_Mario Lopez __ Karina Smirnoff,29.5,0.373205454409605,3,1,4,0.3333333333333333,0.7065387877429383,1,False
4,3,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,23.0,0.0987248373854217,5,9,14,0.10550458715596331,0.204229424541385,1,False
4,3,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,21.0,0.1061061688322969,6,4,10,0.0963302752293578,0.2024364440616547,1,False
4,3,Clyde Drexler,S4_Clyde Drexler __ Elena Grinenko,16.0,0.1273305767354992,10,1,11,0.07339449541284404,0.20072507214834323,1,False
4,3,Heather Mills,S4_Heather Mills __ Jonathan Roberts,24.0,0.1045748913083378,1,6,7,0.11009174311926606,0.21466663442760386,1,False
4,3,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,24.0,0.1023156497315202,2,7,9,0.11009174311926606,0.21240739285078625,1,False
4,3,Joey Fatone,S4_Joey Fatone __ Kym Johnson,24.0,0.098996016707765,3,8,11,0.11009174311926606,0.20908775982703107,1,False
4,3,John Ratzenberger,S4_John Ratzenberger __ Edyta Sliwinska,20.0,0.1081240259313884,9,2,11,0.09174311926605505,0.19986714519744345,1,False
4,3,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,21.0,0.1073161543293271,7,3,10,0.0963302752293578,0.2036464295586849,1,False
4,3,Leeza Gibbons,S4_Leeza Gibbons __ Tony Dovolani,24.0,0.1048752156545071,4,5,9,0.11009174311926606,0.21496695877377314,1,False
4,3,Shandi Finnessey,S4_Shandi Finnessey __ Brian Fortuna,21.0,0.0416364633839362,8,10,18,0.0963302752293578,0.137966738613294,1,False
4,4,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,26.0,0.1061534832698048,2,7,9,0.1368421052631579,0.24299558853296271,1,False
4,4,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,21.0,0.1145762280634965,5,4,9,0.11052631578947368,0.22510254385297018,1,False
4,4,Clyde Drexler,S4_Clyde Drexler __ Elena Grinenko,15.0,0.1474904602009538,9,1,10,0.07894736842105263,0.22643782862200643,1,False
4,4,Heather Mills,S4_Heather Mills __ Jonathan Roberts,23.0,0.1127021301905555,4,5,9,0.12105263157894737,0.23375476176950288,1,False
4,4,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,24.0,0.1096197182572706,3,6,9,0.12631578947368421,0.2359355077309548,1,False
4,4,Joey Fatone,S4_Joey Fatone __ Kym Johnson,28.0,0.100982579147403,1,8,9,0.14736842105263157,0.24835100020003456,1,False
4,4,John Ratzenberger,S4_John Ratzenberger __ Edyta Sliwinska,16.0,0.1294780213894623,7,2,9,0.08421052631578947,0.21368854770525175,1,False
4,4,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,21.0,0.1173651089922394,6,3,9,0.11052631578947368,0.2278914247817131,1,False
4,4,Leeza Gibbons,S4_Leeza Gibbons __ Tony Dovolani,16.0,0.0616322704888138,8,9,17,0.08421052631578947,0.14584279680460327,1,False
4,5,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,30.0,0.1196879602405713,1,6,7,0.17045454545454544,0.29014250569511674,1,False
4,5,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,17.0,0.1419302441851568,7,2,9,0.09659090909090909,0.23852115327606588,1,False
4,5,Clyde Drexler,S4_Clyde Drexler __ Elena Grinenko,13.0,0.092892949577771,8,8,16,0.07386363636363637,0.16675658594140735,1,False
4,5,Heather Mills,S4_Heather Mills __ Jonathan Roberts,21.0,0.1254240948619248,5,5,10,0.11931818181818182,0.24474227668010662,1,False
4,5,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,24.0,0.1257371889444999,4,4,8,0.13636363636363635,0.2621008253081363,1,False
4,5,Joey Fatone,S4_Joey Fatone __ Kym Johnson,25.0,0.112460298071992,3,7,10,0.14204545454545456,0.25450575261744657,1,False
4,5,John Ratzenberger,S4_John Ratzenberger __ Edyta Sliwinska,18.0,0.15182284773083,6,1,7,0.10227272727272728,0.2540955750035573,1,False
4,5,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,28.0,0.1300444163872542,2,3,5,0.1590909090909091,0.2891353254781633,1,False
4,6,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,28.0,0.1379829080600508,1,5,6,0.16470588235294117,0.302688790412992,1,False
4,6,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,21.0,0.167658509779356,6,2,8,0.12352941176470589,0.2911879215440619,1,False
4,6,Heather Mills,S4_Heather Mills __ Jonathan Roberts,23.0,0.0764298474228347,5,7,12,0.13529411764705881,0.21172396506989352,1,False
4,6,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,24.0,0.1493684930159066,4,3,7,0.1411764705882353,0.2905449636041419,1,False
4,6,Joey Fatone,S4_Joey Fatone __ Kym Johnson,27.0,0.1354657593197512,3,6,9,0.1588235294117647,0.2942892887315159,1,False
4,6,John Ratzenberger,S4_John Ratzenberger __ Edyta Sliwinska,19.0,0.1861947618021996,7,1,8,0.11176470588235295,0.29795946768455256,1,False
4,6,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,28.0,0.1468997205999005,2,4,6,0.16470588235294117,0.3116056029528417,1,False
4,7,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,27.0,0.1687383248740067,3,4,7,0.17475728155339806,0.34349560642740473,1,False
4,7,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,19.0,0.2122490174818326,6,1,7,0.12297734627831715,0.33522636376014975,1,False
4,7,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,27.0,0.1775076348442604,4,2,6,0.17475728155339806,0.35226491639765845,1,False
4,7,Joey Fatone,S4_Joey Fatone __ Kym Johnson,29.5,0.1552162883403112,1,5,6,0.19093851132686085,0.34615479966717205,1,False
4,7,John Ratzenberger,S4_John Ratzenberger __ Edyta Sliwinska,22.5,0.1171703990651743,5,6,11,0.14563106796116504,0.26280146702633933,1,False
4,7,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,29.5,0.1691183353944148,2,3,5,0.19093851132686085,0.36005684672127564,1,False
4,8,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,29.0,0.202728537894652,1,3,4,0.23107569721115537,0.43380423510580735,1,False
4,8,Billy Ray Cyrus,S4_Billy Ray Cyrus __ Karina Smirnoff,19.0,0.1641623718122119,5,5,10,0.15139442231075698,0.3155567941229689,1,False
4,8,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,23.5,0.2282269548187347,4,1,5,0.18725099601593626,0.415477950834671,1,False
4,8,Joey Fatone,S4_Joey Fatone __ Kym Johnson,27.5,0.1960440165294111,2,4,6,0.21912350597609562,0.4151675225055067,1,False
4,8,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,26.5,0.2088381189449899,3,2,5,0.21115537848605578,0.4199934974310457,1,False
4,9,Apolo Anton Ohno,S4_Apolo Anton Ohno __ Julianne Hough,29.5,0.2732378093702785,3,2,5,0.2489451476793249,0.5221829570496034,1,False
4,9,Ian Ziering,S4_Ian Ziering __ Cheryl Burke,29.0,0.184539108782087,4,4,8,0.24472573839662448,0.4292648471787115,1,False
4,9,Joey Fatone,S4_Joey Fatone __ Kym Johnson,30.0,0.2643034717635987,1,3,4,0.25316455696202533,0.517468028725624,1,False
4,9,Laila Ali,S4_Laila Ali __ Maksim Chmerkoskiy,30.0,0.2779196100840359,2,1,3,0.25316455696202533,0.5310841670460612,1,False
5,5,Cameron Mathison,S5_Cameron Mathison __ Edyta Sliwinska,26.0,0.1379699224307769,3,1,4,0.1306532663316583,0.2686231887624352,1,False
5,5,Helio Castroneves,S5_Helio Castroneves __ Julianne Hough,23.0,0.1359449623328513,6,3,9,0.11557788944723618,0.2515228517800875,1,False
5,5,Jane Seymour,S5_Jane Seymour __ Tony Dovolani,26.0,0.1366705897031167,4,2,6,0.1306532663316583,0.26732385603477504,1,False
5,5,Jennie Garth,S5_Jennie Garth __ Derek Hough,25.0,0.1298413799055038,5,5,10,0.12562814070351758,0.2554695206090214,1,False
5,5,Marie Osmond,S5_Marie Osmond __ Jonathan Roberts,21.0,0.1355119380286462,7,4,11,0.10552763819095477,0.24103957621960098,1,False
5,5,Mark Cuban,S5_Mark Cuban __ Kym Johnson,21.0,0.0726698019498219,8,8,16,0.10552763819095477,0.17819744014077665,1,False
5,5,Mel B,S5_Mel B __ Maksim Chmerkoskiy,29.0,0.1245344508707863,1,7,8,0.1457286432160804,0.27026309408686666,1,False
5,5,Sabrina Bryan,S5_Sabrina Bryan __ Mark Ballas,28.0,0.1268569547784964,2,6,8,0.1407035175879397,0.2675604723664361,1,False
5,6,Cameron Mathison,S5_Cameron Mathison __ Edyta Sliwinska,25.0,0.1610398519223518,4,2,6,0.1388888888888889,0.29992874081124066,1,False
5,6,Helio Castroneves,S5_Helio Castroneves __ Julianne Hough,28.0,0.1551341798470023,2,4,6,0.15555555555555556,0.31068973540255784,1,False
5,6,Jane Seymour,S5_Jane Seymour __ Tony Dovolani,22.0,0.1600626290365372,7,3,10,0.12222222222222222,0.2822848512587594,1,False
5,6,Jennie Garth,S5_Jennie Garth __ Derek Hough,27.0,0.1454944194915328,3,5,8,0.15,0.29549441949153277,1,False
5,6,Marie Osmond,S5_Marie Osmond __ Jonathan Roberts,23.0,0.1617605894696179,6,1,7,0.12777777777777777,0.2895383672473957,1,False
5,6,Mel B,S5_Mel B __ Maksim Chmerkoskiy,30.0,0.1435278117076387,1,6,7,0.16666666666666666,0.31019447837430536,1,False
5,6,Sabrina Bryan,S5_Sabrina Bryan __ Mark Ballas,25.0,0.0729805185253192,5,7,12,0.1388888888888889,0.2118694074142081,1,False
5,7,Cameron Mathison,S5_Cameron Mathison __ Edyta Sliwinska,25.5,0.1859092292961354,5,1,6,0.16346153846153846,0.34937076775767384,1,False
5,7,Helio Castroneves,S5_Helio Castroneves __ Julianne Hough,26.0,0.1838155176030594,3,3,6,0.16666666666666666,0.35048218426972605,1,False
5,7,Jane Seymour,S5_Jane Seymour __ Tony Dovolani,25.0,0.0989682150182147,6,6,12,0.16025641025641027,0.259224625274625,1,False
5,7,Jennie Garth,S5_Jennie Garth __ Derek Hough,26.5,0.1734681244993783,2,4,6,0.16987179487179488,0.34333991937117314,1,False
5,7,Marie Osmond,S5_Marie Osmond __ Jonathan Roberts,26.0,0.1846708113388961,4,2,6,0.16666666666666666,0.35133747800556275,1,False
5,7,Mel B,S5_Mel B __ Maksim Chmerkoskiy,27.0,0.1731681022443164,1,5,6,0.17307692307692307,0.34624502532123946,1,False
5,8,Cameron Mathison,S5_Cameron Mathison __ Edyta Sliwinska,25.5,0.1317215197326135,3,5,8,0.19391634980988592,0.3256378695424994,1,False
5,8,Helio Castroneves,S5_Helio Castroneves __ Julianne Hough,28.5,0.2157981285039299,1,3,4,0.21673003802281368,0.4325281665267436,1,False
5,8,Jennie Garth,S5_Jennie Garth __ Derek Hough,25.0,0.2210292236524506,4,2,6,0.19011406844106463,0.4111432920935152,1,False
5,8,Marie Osmond,S5_Marie Osmond __ Jonathan Roberts,24.5,0.2265154956287854,5,1,6,0.18631178707224336,0.41282728270102875,1,False
5,8,Mel B,S5_Mel B __ Maksim Chmerkoskiy,28.0,0.20493563248222,2,4,6,0.21292775665399238,0.41786338913621235,1,False
5,9,Helio Castroneves,S5_Helio Castroneves __ Julianne Hough,30.0,0.2755412965495247,1,2,3,0.2564102564102564,0.5319515529597811,1,False
5,9,Jennie Garth,S5_Jennie Garth __ Derek Hough,29.0,0.1782212024454752,3,4,7,0.24786324786324787,0.4260844503087231,1,False
5,9,Marie Osmond,S5_Marie Osmond __ Jonathan Roberts,28.0,0.2867970239264692,4,1,5,0.23931623931623933,0.5261132632427086,1,False
5,9,Mel B,S5_Mel B __ Maksim Chmerkoskiy,30.0,0.2594404770785306,2,3,5,0.2564102564102564,0.515850733488787,1,False
6,3,Adam Carolla,S6_Adam Carolla __ Julianne Hough,21.0,0.1114337445987745,6,2,8,0.09210526315789473,0.20353900775666922,2,False
6,3,Cristian de la Fuente,S6_Cristian de la Fuente __ Cheryl Burke,25.0,0.1062577170080456,3,6,9,0.10964912280701754,0.21590683981506315,2,False
6,3,Jason Taylor,S6_Jason Taylor __ Edyta Sliwinska,23.0,0.1106980893670436,5,3,8,0.10087719298245613,0.21157528234949974,2,False
6,3,Kristi Yamaguchi,S6_Kristi Yamaguchi __ Mark Ballas,27.0,0.0934955271966516,1,9,10,0.11842105263157894,0.21191657982823053,2,False
6,3,Mario,S6_Mario __ Karina Smirnoff,21.0,0.1126310699851887,7,1,8,0.09210526315789473,0.20473633314308343,2,False
6,3,Marissa Jaret Winokur,S6_Marissa Jaret Winokur __ Tony Dovolani,19.0,0.1102557515681505,10,4,14,0.08333333333333333,0.19358908490148383,2,False
6,3,Marlee Matlin,S6_Marlee Matlin __ Fabian Sanchez,21.0,0.1096509278409475,8,5,13,0.09210526315789473,0.20175619099884223,2,False
