season,week,n_active,fan_top1_minus_top2,fan_hhi,judge_range_norm,judge_std_norm,margin_rank,margin_pct,methods_differ
11,2,11,0.0068028477582693925,0.09281266134140799,0.5972850678733032,0.15661600271381704,7.0,0.07469197692379731,False
11,3,10,0.006500429428620405,0.10330122616749306,0.36199095022624433,0.11348358555642037,8.0,0.06707305995171561,False
11,4,9,0.003561235807626101,0.11374948992311561,0.7039106145251397,0.2095902958916656,7.0,0.06705211585913451,False
11,5,8,0.016760484703809503,0.13018580513437616,0.3956043956043956,0.11987595730368916,5.0,0.0707481696315915,False
11,6,7,0.0013819926547054828,0.15155241025847502,0.4734315526670862,0.13265279132867697,0.0,0.06386680216245491,False
11,7,6,0.0038314829593542876,0.17465751452783027,0.11510791366906475,0.04215442645382961,2.0,0.07716887778765563,False
11,8,5,0.032807078495637215,0.2056782308288434,0.18867924528301888,0.08521954558970728,3.0,0.08865601820249108,False
11,9,4,0.03293892786450048,0.2598657427923612,0.12280701754385964,0.044728241347305124,2.0,0.10141548308769399,False
12,3,10,0.0005356593349088029,0.10231063255341548,0.4672897196261683,0.12916144823444164,4.0,0.07073707245799449,False
12,4,9,0.007927791663519007,0.11525743172560225,0.34951456310679613,0.09972154652511718,6.0,0.0625417448916522,False
12,5,8,0.009176849592453407,0.12967297660371307,0.20618556701030927,0.0843850801223964,3.0,0.0715993010565831,False
12,6,7,0.006275229230743112,0.1477913365278391,0.23333333333333334,0.07973722274670735,5.0,0.07828244168297621,False
12,7,6,0.007974286828848182,0.17249551621013465,0.09549071618037135,0.041518503561004054,1.0,0.07729946350909184,False
12,8,5,0.005590430249334616,0.20722240607322936,0.17307692307692307,0.060813031926314993,3.0,0.08050520824598517,False
12,9,4,0.023323407710493238,0.25365240248461174,0.425531914893617,0.15756177516232867,4.0,0.10827558334283527,False
13,2,11,0.0009680301978230027,0.095229537529917,0.2959641255605381,0.09190090373057934,2.0,0.05601668811826531,False
13,3,10,0.010374909732239798,0.10502420031837442,0.379746835443038,0.10514713750529212,3.0,0.06021352329462301,False
13,4,9,0.0049856237436888,0.11600772655983191,0.3875598086124402,0.1179792153678273,4.0,0.07059673605614178,False
13,5,8,0.0025297423744408964,0.12878763316084807,0.3829787234042553,0.11055643452567303,4.0,0.07260811161701161,False
13,6,7,0.0020026197709034077,0.1465948854205728,0.4216867469879518,0.15569696365445884,5.0,0.07212179168421198,False
13,7,6,0.012015216409043489,0.17289864288150733,0.18430034129692832,0.059604946063389015,3.0,0.07540896633658811,False
13,8,5,0.0058777634469544815,0.20343564538360476,0.3088803088803089,0.09798129374864495,3.0,0.079744371282095,False
13,9,4,0.00016036762860549558,0.25252833568057315,0.3038021257473659,0.12192625778007278,4.0,0.0911951978447273,False
14,3,11,0.0067190364751451015,0.09476924301718631,0.19642857142857145,0.06776309271789385,2.0,0.06120248784951189,False
14,4,10,0.0148463041396861,0.10390270104307268,0.3004291845493562,0.0960645033716712,6.0,0.0660140033367562,False
14,5,9,0.01537649284896779,0.11411338810739645,0.4017857142857143,0.1358493219169905,8.0,0.06430231107310139,False
14,6,8,0.002932347825124082,0.12760348858823067,0.4651144402329774,0.14769406568468682,5.0,0.0714033684169873,False
14,7,7,0.007969841903179814,0.1481109072518153,0.19073569482288827,0.05381040233823297,5.0,0.07637742586884999,False
14,8,6,0.0026333781974390846,0.17550645649330066,0.11009174311926606,0.03631297274323522,3.0,0.003951842413771112,False
14,9,4,0.000594248931869712,0.2579257648686193,0.05217391304347826,0.019444069369563388,1.0,0.09145827840111215,True
15,2,12,0.006327102131441706,0.0868996352559846,0.34782608695652173,0.09094130723196474,8.0,0.0536552939175292,False
15,3,11,0.008905500148996312,0.09757054999190128,0.17805755395683454,0.0515657236936383,2.0,0.002630926324531102,False
15,4,9,0.003733397441887193,0.11485630053733635,0.26594090202177295,0.08426884717974537,7.0,0.06681593697483879,False
15,5,8,0.004330365315430601,0.12552815007420284,0.12598425196850394,0.039337926771756376,3.0,0.010661040870059701,False
15,7,7,0.01007596789734469,0.1430599334348617,0.3181827385451114,0.09791729718137357,2.0,0.006309624367160094,True
15,9,5,0.0085334449759836,0.2103590140606275,0.08865267089220756,0.034811787001303954,1.0,0.000749871774543831,False
16,3,11,0.003965238254739906,0.09355340368743566,0.5148851317193732,0.16850013606146183,8.0,0.06500649467643689,False
16,4,10,0.005327403397003702,0.1035272270957409,0.4017857142857143,0.14003917090498325,7.0,0.0644875312903942,False
16,5,9,0.0023682950120310076,0.11448947623709263,0.4736842105263158,0.1595534162730437,7.0,0.06875505031135762,False
16,6,8,0.014298345965692794,0.12892511792057648,0.29708222811671087,0.09515857355253102,6.0,0.0654709426761208,False
16,7,7,0.00027031573746411075,0.14466183822637363,0.5706521739130435,0.17459106961096751,6.0,0.08867976810309572,False
16,8,6,0.014744559636532206,0.16995615076899862,0.30868167202572344,0.10473631816657447,5.0,0.08974605378106776,False
16,9,5,0.003407360269927523,0.2045404637218694,0.14184397163120568,0.05447621097779155,5.0,0.09470026360839207,False
17,3,11,0.0036796721080539913,0.09318574379152854,0.4745098039215686,0.1558792699164846,4.0,0.0567853449237008,False
17,4,10,0.002266248071260496,0.10269129632583379,0.379746835443038,0.11941748268426082,6.0,0.0696564131443404,False
17,5,9,0.006795823541075108,0.11702600391938636,0.2297872340425532,0.07095034893843859,1.0,0.05969985277565251,True
17,6,8,0.0019129717199529994,0.12534594930337023,0.27705723656185827,0.09234146275929743,1.0,0.005014612734309892,False
17,8,7,0.021260596241786195,0.14907108104243671,0.21875,0.07760241888412157,3.0,0.07008538722493232,False
17,9,6,0.03004615654986012,0.17538457704895583,0.3047619047619048,0.09820767173497155,1.0,0.07478914538127424,False
17,10,5,0.04365766501227222,0.20763958601260424,0.2714285714285714,0.09731077923386515,3.0,0.09127757673723291,False
18,2,11,0.00013510828108960482,0.0956915145551142,0.4508196721311475,0.12724733357590184,0.0,0.008775761765064602,False
18,3,9,0.0003586269923710056,0.11144362452598565,0.2604501607717042,0.07967531635603774,0.0,0.006217250868302104,True
18,6,8,0.002135621596329379,0.12908757437417848,0.22695035460992907,0.07605535670045112,5.0,0.0682344103258403,False
18,7,7,0.007572174548446886,0.14736734215036637,0.1660079051383399,0.049446624518564436,5.0,0.0763258288167224,False
18,8,6,0.00345605389820422,0.17351619687302083,0.10619469026548674,0.04765632572685403,1.0,0.0781336245222421,True
18,9,5,0.01070157304722169,0.20710617842577603,0.10471204188481674,0.034729055396391616,2.0,0.08950204561621106,False
19,2,12,0.0005402889551670009,0.08684734321957115,0.36464088397790057,0.09929392682658247,4.0,0.0556600397291271,False
19,3,11,0.003089748514670393,0.09416518422667004,0.43626062322946174,0.13383582788688625,6.0,0.06339130433650089,False
19,4,10,0.0038051494802719965,0.10417343932226385,0.5,0.17173289580042608,5.0,0.056683955142949105,False
19,5,9,0.004862142839339889,0.112023786022699,0.5454545454545455,0.18533530034431922,0.0,0.0001491322521441074,True
19,7,8,0.00772181816343151,0.12966387176638225,0.2940038684719536,0.09282317640775108,5.0,0.060652011892015106,False
19,8,7,0.022094795181423488,0.145849200902373,0.5080645161290323,0.17778554584716613,6.0,0.0788483071022752,False
19,9,6,0.03906134939392822,0.1744458591967834,0.28037383177570097,0.09599363824380439,4.0,0.0770318998000889,False
19,10,5,0.004046559527865701,0.20248121119618934,0.2191780821917808,0.07749115410263535,4.0,0.08546351289395582,False
20,3,11,0.004676388983239202,0.09407986868635164,0.42172523961661346,0.15454807185236835,8.0,0.062197742457738805,False
20,4,10,0.008348932567927694,0.10478675167491212,0.36923076923076925,0.11029814356267643,5.0,0.0647321633405872,False
20,5,9,0.005156136495549191,0.11675612664721809,0.47703180212014135,0.17361298228322614,3.0,0.061721019302080016,False
20,6,8,0.013300967277020792,0.13073955034907414,0.127208480565371,0.04105636056050265,5.0,0.0626398129509192,False
20,7,7,0.011511818782545702,0.15176596504979417,0.2755905511811024,0.0985039055369827,0.0,0.06832991220703391,True
20,8,6,0.027592353156197014,0.17235453435733578,0.2553191489361702,0.10794751826790425,1.0,0.003062167583317288,False
20,9,4,0.024789351731784315,0.2599882890095231,0.050955414012738856,0.021124998664684074,0.0,0.09687294170794702,True
21,3,10,0.010088616929590205,0.10060438345626013,0.5245901639344263,0.15325896252485566,3.0,0.0159266794943968,True
21,5,9,0.015996600714554207,0.11164014382559935,0.4186046511627907,0.1417324186558242,3.0,0.0030934099704020834,False
21,7,8,0.0036545753494311994,0.13063975992312246,0.09049773755656108,0.026769591778731294,0.0,0.06656498408750461,False
21,8,7,0.005959672855713111,0.14698037122423965,0.32475048891903785,0.09780389976775095,6.0,0.078270247342376,False
21,9,6,0.012783373553791999,0.1764541442523852,0.2006079027355623,0.07549995348555756,4.0,0.015992689448218078,False
21,10,4,0.01327353314009111,0.25045520657476,0.1518987341772152,0.06577408130008396,0.0,0.02515903023117677,True
22,3,11,0.002085776197738809,0.09376719235157714,0.32489451476793246,0.09147461345434091,8.0,0.0660979682045914,False
22,4,10,0.006233676538767899,0.10383457312191499,0.3761755485893417,0.12496007164886988,6.0,0.0614144291382111,False
22,5,9,0.004386689805640401,0.11176096900290532,0.358695652173913,0.10869565217391304,0.0,0.0026178158517517203,True
22,7,8,0.003272446901223608,0.13278392369848718,0.09345794392523364,0.03369674089218681,0.0,0.001197023111906309,False
22,8,6,0.003805745190659904,0.17406551174642418,0.17751479289940827,0.06290027108127011,0.0,0.06881859425408426,False
22,9,5,0.002775032681551992,0.2099210239152543,0.08710801393728224,0.03231225956618713,3.0,0.0055856905478332,False
23,3,12,0.0026159979346147,0.08621944606758779,0.3323076923076923,0.10707515471572504,4.0,0.05477401361185659,False
23,4,11,0.00043298473239399005,0.09662092282152557,0.5057471264367817,0.12970353164605944,2.0,0.009223633453548694,False
23,5,9,0.0019480687736316005,0.11167420246501476,0.19565217391304346,0.06679257172059658,1.0,0.014729173476635105,False
23,7,8,0.0014078825236538972,0.13009952567563,0.14519056261343014,0.049470102252047225,4.0,0.06797914563122268,False
23,8,7,0.002250905290847788,0.14829023003098407,0.4179038984118392,0.14623684965794168,4.0,0.07394044340811601,False
23,9,6,0.013409387287861285,0.17191288702947297,0.10572687224669602,0.044272579828726386,2.0,0.0668278422295252,False
23,10,5,0.0037860648827093,0.2064775010016506,0.06825938566552901,0.025540323459207794,0.0,0.07864976422996128,True
24,3,11,0.001409753267948205,0.09417570755112584,0.3492063492063492,0.13423729848803795,8.0,0.0638738775294943,False
24,4,10,0.0023298395358289092,0.10318742639189614,0.3374233128834356,0.09524033555987743,7.0,0.061823178034016796,False
24,5,9,0.006014901618268481,0.11570832239804872,0.29605263157894735,0.09545143505622965,4.0,0.06655476406697672,False
24,6,8,0.0022214693380320227,0.13198001058701525,0.19330855018587362,0.0672235736803908,1.0,0.06212753249817582,True
24,7,7,0.00018724787749749283,0.15321414648018766,0.3043478260869565,0.10397586116969094,0.0,0.000572623068921807,True
24,8,5,0.0358856897656378,0.20473964225527153,0.3008595988538682,0.10698082924122906,4.0,0.09479990471738131,False
24,9,4,0.03918652680879203,0.26172991430071313,0.132013201320132,0.047940062859187955,1.0,0.08520417164686622,True
25,3,11,0.0009456521155820075,0.09104838684545395,0.360655737704918,0.09576492988154034,1.0,0.0054053540608634265,True
25,5,10,0.0054021348872533015,0.10393021986960628,0.3065134099616858,0.09139356660441811,4.0,0.06279193346077519,False
25,6,9,0.0010658284162643888,0.11394318474068132,0.4117647058823529,0.13006371726883922,5.0,0.06597659257049529,False
25,7,8,0.005479852185106715,0.13257870310177955,0.22325581395348837,0.07309876114186843,2.0,0.006130322147192613,False
25,8,6,0.004621638474418099,0.17245867724573274,0.24920127795527158,0.08238847896631073,2.0,0.071622666897942,False
25,9,5,0.011172156766865782,0.2082768002555893,0.18518518518518517,0.07124216319137536,1.0,0.08217510120720278,False
26,2,8,0.0019910211949316914,0.13223642912728695,0.22429906542056074,0.07567208403737256,4.0,0.004199976613550288,False
26,3,6,0.005255002993681007,0.17506841512819984,0.3412322274881517,0.10692430495429837,0.0,0.006386613384433915,True
27,2,12,0.007127506454776708,0.08610592590107885,0.37707948243992606,0.127568375659731,9.0,0.05953319147934441,False
27,3,11,0.011914053861823704,0.09462169915644725,0.4870848708487085,0.13212187298869488,6.0,0.06016642760143889,False
27,4,10,0.023316237191585293,0.10675545208585441,0.603448275862069,0.15988997406027075,1.0,0.056446800513723805,True
27,5,9,0.022169539614524503,0.1127905811360439,0.48648648648648646,0.14679433096216507,0.0,0.00048622783815491233,True
27,7,8,0.018479041680644515,0.13421199426216118,0.2206896551724138,0.06366612608793669,3.0,0.005870597415034817,False
27,8,6,0.030125098484892504,0.17697235163797725,0.27950310559006214,0.1111089678260765,3.0,0.0029107339052716896,True
28,3,10,0.015981036594422904,0.10108347627989414,0.6060606060606061,0.19922305983147495,3.0,0.010826161964213321,True
28,5,9,0.012937175339472709,0.11191669675432502,0.33488372093023255,0.10147639176405315,4.0,0.012317296178217196,False
28,7,8,0.0888511504048056,0.14008759186964626,0.2376237623762376,0.07669273952885974,3.0,0.0075297948756871125,False
28,8,7,0.10722889959626192,0.16323869875607003,0.43522771078843847,0.1474621152958923,4.0,0.033081151570190925,False
28,9,6,0.0273388679820811,0.17496233592927501,0.4316546762589928,0.133885130476814,1.0,0.04023929628499362,False
28,10,5,0.04957143152640281,0.21382378566974367,0.14545454545454545,0.05012381364396444,5.0,0.10507740667531967,False
29,3,14,0.008888569461482698,0.07318148571508401,0.597864768683274,0.16466527119230284,7.0,0.0538212393243017,False
29,4,13,0.0028891841130496976,0.0794653820167864,0.3023255813953488,0.08612279997884202,5.0,0.0447094573474235,False
29,5,12,3.274869509389822e-05,0.08604693025010658,0.4181184668989547,0.12125235290108233,8.0,0.0497315712287652,False
29,6,11,0.00959179288149381,0.09407770858219865,0.3694029850746269,0.11645139204721819,6.0,0.038507205596885086,False
29,7,10,0.00903058913307489,0.10452928996513396,0.3076923076923077,0.07692307692307693,1.0,0.0008752278515083978,False
29,8,8,0.004899410701907914,0.13204791839685517,0.21621660579568613,0.06681247648322394,5.0,0.03853689227643531,True
29,9,7,0.017943271028520086,0.15224373259358337,0.21761748235225847,0.08418784951443847,4.0,0.03618661869605588,False
29,10,6,0.06320240089504428,0.18282919538607467,0.06896551724137931,0.026336641925033565,1.0,0.023522213440875628,False
30,3,14,0.009965348718675798,0.0763662494885449,0.2818791946308725,0.08954136955789488,1.0,0.04297624038905572,False
30,4,13,0.015145382026518703,0.08177704262191887,0.32733812949640284,0.0912689795394967,0.0,0.002088652660237403,False
30,5,11,0.004082739181623607,0.10312348948384795,0.34285714285714286,0.0919788634266274,1.0,0.04135355227571831,False
30,6,10,0.0065681851237130995,0.10982677836372766,0.21978021978021978,0.06862635163075163,6.0,0.035351002801562975,False
30,7,9,0.003980856995034698,0.11967237345869139,0.2752293577981651,0.08205754045870788,6.0,0.018064715241483398,False
30,8,8,0.011934368027938597,0.13820832059245805,0.2597402597402597,0.09365068247958414,1.0,0.026041977550880197,False
30,9,6,0.015403035147569688,0.18811347606288195,0.11946902654867257,0.043803074940759586,0.0,0.017005390669896148,True
31,2,15,0.0008923580798246983,0.06863625023804303,0.4004854368932039,0.11655540974313564,9.0,0.041826569425644985,False
31,3,14,0.0081814202153625,0.07384773619230076,0.34739454094292804,0.11460152098020339,6.0,0.03805516671728579,False
31,4,13,0.007418670818700304,0.07903659482429114,0.348780487804878,0.10885811514351901,9.0,0.038153909711853104,False
31,5,12,0.036147082793451205,0.09672524272769292,0.29431438127090304,0.08706365067188154,5.0,0.015054865704850401,True
31,6,10,0.04539962948410689,0.11253930102086895,0.34782608695652173,0.08719773308110912,4.0,0.01962963843487489,True
31,7,9,0.05547585523571752,0.12438540880070034,0.20737327188940094,0.06250995376152321,4.0,0.014538839492645006,False
31,8,8,0.0032268627086890767,0.13797728437489198,0.40764331210191085,0.1265898529576547,3.0,0.017621188408519617,False
31,9,6,0.021490771044381518,0.17543113942999622,0.20454545454545456,0.07413412013772769,1.0,0.03774397224903303,True
32,2,13,0.012296783580604806,0.08035799029586453,0.6554621848739496,0.19208620925483127,6.0,0.05132172311847098,False
32,3,12,0.009233685587149501,0.08590703692977479,0.5201238390092879,0.17323634468777438,9.0,0.042690460398706595,False
32,4,11,0.0018540158134198043,0.09723775875134476,0.41250000000000003,0.1278834104435234,3.0,0.03876141727745,False
32,5,10,0.0040451605135676805,0.10708673841874126,0.4166666666666667,0.125,4.0,0.03807439320803441,False
32,6,9,0.0012690634791291955,0.11996514544715386,0.36335403726708076,0.1227395828904938,5.0,0.042317805726244495,False
32,7,8,0.0284069374118594,0.1444677057089109,0.14184397163120568,0.05211680303793996,1.0,0.03500383712797209,False
32,8,7,0.0504899347598802,0.16050501285351268,0.38735177865612647,0.12144103949199381,1.0,0.01680669275742519,False
32,9,6,0.03591683135002932,0.17816343849685493,0.3529411764705882,0.12482456311433231,0.0,9.034738361540784e-05,True
32,10,5,0.0551633860113708,0.21689853969884804,0.15789473684210525,0.05547855544155052,1.0,0.019819350581532946,True
33,8,5,0.030059864470216524,0.21192475190908208,0.08928571428571429,0.0374574588632197,0.0,0.004259285942782687,True
34,3,12,0.012396396233174303,0.0857536860354287,0.2801556420233463,0.09427269602790442,4.0,0.0451149879484149,False
34,4,11,0.010210293557117514,0.09811853916396535,0.31048387096774194,0.08322486871189635,4.0,0.040916275228787075,False
34,5,10,0.013976582830814405,0.10420161132405444,0.38338658146964855,0.11072027764321697,0.0,0.006454951119940516,False
34,7,9,0.028034368243158303,0.1186498710650694,0.3795180722891567,0.12153157230019287,3.0,0.04572102332064029,False
34,8,8,0.046302250716040605,0.13394385677970275,0.14593698175787728,0.04192114315013114,5.0,0.00432277851545379,False
34,9,7,0.041867094290010204,0.14919152492448484,0.3370370370370371,0.11415581486979587,2.0,0.021941463055745902,False
34,10,6,0.015577438410051186,0.18659340414339448,0.06976744186046512,0.021753822016127564,1.0,0.047925641235039895,False
